tool	rank	metric	sample	value
metalign_default	superkingdom	Taxon counts	CAMI_HIGH_S004	4.0
metalign_default	superkingdom	Purity (precision)	CAMI_HIGH_S004	0.5
metalign_default	superkingdom	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_default	superkingdom	True positives	CAMI_HIGH_S004	2.0
metalign_default	species	F1 score	CAMI_HIGH_S004	0.2693310165073849
metalign_default	species	False negatives	CAMI_HIGH_S004	88.0
metalign_default	species	False positives	CAMI_HIGH_S004	753.0
metalign_default	species	Jaccard index	CAMI_HIGH_S004	0.15562248995983935
metalign_default	species	Taxon counts	CAMI_HIGH_S004	908.0
metalign_default	species	Purity (precision)	CAMI_HIGH_S004	0.17070484581497797
metalign_default	species	Completeness (recall)	CAMI_HIGH_S004	0.6378600823045267
metalign_default	species	True positives	CAMI_HIGH_S004	155.0
metalign_default	strain	F1 score	CAMI_HIGH_S004	0.059535822401614535
metalign_default	strain	False negatives	CAMI_HIGH_S004	1015.0
metalign_default	strain	False positives	CAMI_HIGH_S004	849.0
metalign_default	strain	Jaccard index	CAMI_HIGH_S004	0.030681227249089962
metalign_default	strain	Taxon counts	CAMI_HIGH_S004	908.0
metalign_default	strain	Purity (precision)	CAMI_HIGH_S004	0.06497797356828194
metalign_default	strain	Completeness (recall)	CAMI_HIGH_S004	0.05493482309124767
metalign_default	strain	True positives	CAMI_HIGH_S004	59.0
metalign_default	genus	F1 score	CAMI_HIGH_S004	0.8383838383838383
metalign_default	genus	False negatives	CAMI_HIGH_S004	28.0
metalign_default	genus	False positives	CAMI_HIGH_S004	36.0
metalign_default	genus	Jaccard index	CAMI_HIGH_S004	0.7217391304347827
metalign_default	genus	Taxon counts	CAMI_HIGH_S004	202.0
metalign_default	genus	Purity (precision)	CAMI_HIGH_S004	0.8217821782178217
metalign_default	genus	Completeness (recall)	CAMI_HIGH_S004	0.8556701030927835
metalign_default	genus	True positives	CAMI_HIGH_S004	166.0
metalign_default	order	F1 score	CAMI_HIGH_S004	0.7872340425531915
metalign_default	order	False negatives	CAMI_HIGH_S004	3.0
metalign_default	order	False positives	CAMI_HIGH_S004	17.0
metalign_default	order	Jaccard index	CAMI_HIGH_S004	0.6491228070175439
metalign_default	order	Taxon counts	CAMI_HIGH_S004	54.0
metalign_default	order	Purity (precision)	CAMI_HIGH_S004	0.6851851851851852
metalign_default	order	Completeness (recall)	CAMI_HIGH_S004	0.925
metalign_default	order	True positives	CAMI_HIGH_S004	37.0
metalign_default	family	F1 score	CAMI_HIGH_S004	0.8633879781420765
metalign_default	family	False negatives	CAMI_HIGH_S004	9.0
metalign_default	family	False positives	CAMI_HIGH_S004	16.0
metalign_default	family	Jaccard index	CAMI_HIGH_S004	0.7596153846153846
metalign_default	family	Taxon counts	CAMI_HIGH_S004	95.0
metalign_default	family	Purity (precision)	CAMI_HIGH_S004	0.8315789473684211
metalign_default	family	Completeness (recall)	CAMI_HIGH_S004	0.8977272727272727
metalign_default	family	True positives	CAMI_HIGH_S004	79.0
metalign_default	class	F1 score	CAMI_HIGH_S004	0.888888888888889
metalign_default	class	False negatives	CAMI_HIGH_S004	1.0
metalign_default	class	False positives	CAMI_HIGH_S004	4.0
metalign_default	class	Jaccard index	CAMI_HIGH_S004	0.8
metalign_default	class	Taxon counts	CAMI_HIGH_S004	24.0
metalign_default	class	Purity (precision)	CAMI_HIGH_S004	0.8333333333333334
metalign_default	class	Completeness (recall)	CAMI_HIGH_S004	0.9523809523809523
metalign_default	class	True positives	CAMI_HIGH_S004	20.0
metalign_default	class	L1 norm error	CAMI_HIGH_S004	0.16458305759565534
metalign_default	family	L1 norm error	CAMI_HIGH_S004	0.2882150486592414
metalign_default	genus	L1 norm error	CAMI_HIGH_S004	0.4225772289733986
metalign_default	order	L1 norm error	CAMI_HIGH_S004	0.6743776413339849
metalign_default	phylum	L1 norm error	CAMI_HIGH_S004	0.06975388298145087
metalign_default	species	L1 norm error	CAMI_HIGH_S004	1.7754453607415177
metalign_default	strain	L1 norm error	CAMI_HIGH_S004	1.9300782097653706
metalign_default	superkingdom	L1 norm error	CAMI_HIGH_S004	0.02318541609754154
metalign_default	na	Weighted UniFrac error	CAMI_HIGH_S004	8.591563044615045
metalign_default	na	Unweighted UniFrac error	CAMI_HIGH_S004	9109.988262549998
metalign_precise	class	Bray-Curtis distance	CAMI_HIGH_S004	0.07914848498845714
metalign_precise	family	Bray-Curtis distance	CAMI_HIGH_S004	0.15031332854765714
metalign_precise	genus	Bray-Curtis distance	CAMI_HIGH_S004	0.23246688659514034
metalign_precise	order	Bray-Curtis distance	CAMI_HIGH_S004	0.340796480172636
metalign_precise	phylum	Bray-Curtis distance	CAMI_HIGH_S004	0.03172881403112675
metalign_precise	species	Bray-Curtis distance	CAMI_HIGH_S004	0.908550280668322
metalign_precise	strain	Bray-Curtis distance	CAMI_HIGH_S004	0.9736150791547625
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_HIGH_S004	0.011703874870736812
metalign_precise	superkingdom	Shannon diversity	CAMI_HIGH_S004	0.10718160143236649
metalign_precise	superkingdom	Shannon equitability	CAMI_HIGH_S004	0.07731518243050628
metalign_precise	phylum	Shannon diversity	CAMI_HIGH_S004	1.221447809259421
metalign_precise	phylum	Shannon equitability	CAMI_HIGH_S004	0.5873922323744184
metalign_precise	class	Shannon diversity	CAMI_HIGH_S004	2.081539021272237
metalign_precise	class	Shannon equitability	CAMI_HIGH_S004	0.7069390929818192
metalign_precise	order	Shannon diversity	CAMI_HIGH_S004	2.925883284110335
metalign_precise	order	Shannon equitability	CAMI_HIGH_S004	0.7878891890489081
metalign_precise	family	Shannon diversity	CAMI_HIGH_S004	3.523300112351372
metalign_precise	family	Shannon equitability	CAMI_HIGH_S004	0.8503947723225486
metalign_precise	genus	Shannon diversity	CAMI_HIGH_S004	4.246565474910143
metalign_precise	genus	Shannon equitability	CAMI_HIGH_S004	0.8696984932497077
metalign_precise	species	Shannon diversity	CAMI_HIGH_S004	5.533179140108743
metalign_precise	species	Shannon equitability	CAMI_HIGH_S004	0.9623936220172373
metalign_precise	strain	Shannon diversity	CAMI_HIGH_S004	5.533179140108748
metalign_precise	strain	Shannon equitability	CAMI_HIGH_S004	0.9623936220172382
metalign_precise	phylum	F1 score	CAMI_HIGH_S004	0.8
metalign_precise	phylum	False negatives	CAMI_HIGH_S004	4.0
metalign_precise	phylum	False positives	CAMI_HIGH_S004	0.0
metalign_precise	phylum	Jaccard index	CAMI_HIGH_S004	0.6666666666666666
metalign_precise	phylum	Taxon counts	CAMI_HIGH_S004	8.0
metalign_precise	phylum	Purity (precision)	CAMI_HIGH_S004	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_HIGH_S004	0.6666666666666666
metalign_precise	phylum	True positives	CAMI_HIGH_S004	8.0
metalign_precise	superkingdom	F1 score	CAMI_HIGH_S004	0.6666666666666666
metalign_precise	superkingdom	False negatives	CAMI_HIGH_S004	0.0
metalign_precise	superkingdom	False positives	CAMI_HIGH_S004	2.0
metalign_precise	superkingdom	Jaccard index	CAMI_HIGH_S004	0.5
metalign_precise	superkingdom	Taxon counts	CAMI_HIGH_S004	4.0
metalign_precise	superkingdom	Purity (precision)	CAMI_HIGH_S004	0.5
metalign_precise	superkingdom	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_precise	superkingdom	True positives	CAMI_HIGH_S004	2.0
metalign_precise	species	F1 score	CAMI_HIGH_S004	0.3052064631956912
metalign_precise	species	False negatives	CAMI_HIGH_S004	158.0
metalign_precise	species	False positives	CAMI_HIGH_S004	229.0
metalign_precise	species	Jaccard index	CAMI_HIGH_S004	0.18008474576271186
metalign_precise	species	Taxon counts	CAMI_HIGH_S004	314.0
metalign_precise	species	Purity (precision)	CAMI_HIGH_S004	0.27070063694267515
metalign_precise	species	Completeness (recall)	CAMI_HIGH_S004	0.3497942386831276
metalign_precise	species	True positives	CAMI_HIGH_S004	85.0
metalign_precise	strain	F1 score	CAMI_HIGH_S004	0.043227665706051875
metalign_precise	strain	False negatives	CAMI_HIGH_S004	1044.0
metalign_precise	strain	False positives	CAMI_HIGH_S004	284.0
metalign_precise	strain	Jaccard index	CAMI_HIGH_S004	0.022091310751104567
metalign_precise	strain	Taxon counts	CAMI_HIGH_S004	314.0
metalign_precise	strain	Purity (precision)	CAMI_HIGH_S004	0.09554140127388536
metalign_precise	strain	Completeness (recall)	CAMI_HIGH_S004	0.027932960893854747
metalign_precise	strain	True positives	CAMI_HIGH_S004	30.0
metalign_precise	genus	F1 score	CAMI_HIGH_S004	0.7239263803680982
metalign_precise	genus	False negatives	CAMI_HIGH_S004	76.0
metalign_precise	genus	False positives	CAMI_HIGH_S004	14.0
metalign_precise	genus	Jaccard index	CAMI_HIGH_S004	0.5673076923076923
metalign_precise	genus	Taxon counts	CAMI_HIGH_S004	132.0
metalign_precise	genus	Purity (precision)	CAMI_HIGH_S004	0.8939393939393939
metalign_precise	genus	Completeness (recall)	CAMI_HIGH_S004	0.6082474226804123
metalign_precise	genus	True positives	CAMI_HIGH_S004	118.0
metalign_precise	order	F1 score	CAMI_HIGH_S004	0.7160493827160495
metalign_precise	order	False negatives	CAMI_HIGH_S004	11.0
metalign_precise	order	False positives	CAMI_HIGH_S004	12.0
metalign_precise	order	Jaccard index	CAMI_HIGH_S004	0.5576923076923077
metalign_precise	order	Taxon counts	CAMI_HIGH_S004	41.0
metalign_precise	order	Purity (precision)	CAMI_HIGH_S004	0.7073170731707317
metalign_precise	order	Completeness (recall)	CAMI_HIGH_S004	0.725
metalign_precise	order	True positives	CAMI_HIGH_S004	29.0
metalign_precise	family	F1 score	CAMI_HIGH_S004	0.728476821192053
metalign_precise	family	False negatives	CAMI_HIGH_S004	33.0
metalign_precise	family	False positives	CAMI_HIGH_S004	8.0
metalign_precise	family	Jaccard index	CAMI_HIGH_S004	0.5729166666666666
metalign_precise	family	Taxon counts	CAMI_HIGH_S004	63.0
metalign_precise	family	Purity (precision)	CAMI_HIGH_S004	0.873015873015873
metalign_precise	family	Completeness (recall)	CAMI_HIGH_S004	0.625
metalign_precise	family	True positives	CAMI_HIGH_S004	55.0
metalign_precise	class	F1 score	CAMI_HIGH_S004	0.8
metalign_precise	class	False negatives	CAMI_HIGH_S004	5.0
metalign_precise	class	False positives	CAMI_HIGH_S004	3.0
metalign_precise	class	Jaccard index	CAMI_HIGH_S004	0.6666666666666666
metalign_precise	class	Taxon counts	CAMI_HIGH_S004	19.0
metalign_precise	class	Purity (precision)	CAMI_HIGH_S004	0.8421052631578947
metalign_precise	class	Completeness (recall)	CAMI_HIGH_S004	0.7619047619047619
metalign_precise	class	True positives	CAMI_HIGH_S004	16.0
metalign_precise	class	L1 norm error	CAMI_HIGH_S004	0.1582969699769143
metalign_precise	family	L1 norm error	CAMI_HIGH_S004	0.3006266570953142
metalign_precise	genus	L1 norm error	CAMI_HIGH_S004	0.46493377319028084
metalign_precise	order	L1 norm error	CAMI_HIGH_S004	0.6815929603452718
metalign_precise	phylum	L1 norm error	CAMI_HIGH_S004	0.0634576280622535
metalign_precise	species	L1 norm error	CAMI_HIGH_S004	1.817100561336644
metalign_precise	strain	L1 norm error	CAMI_HIGH_S004	1.9472301583095257
metalign_precise	superkingdom	L1 norm error	CAMI_HIGH_S004	0.023407749741473624
metalign_precise	na	Weighted UniFrac error	CAMI_HIGH_S004	8.7312746661647
metalign_precise	na	Unweighted UniFrac error	CAMI_HIGH_S004	9882.392140830807
metalign_sensitve	class	Bray-Curtis distance	CAMI_HIGH_S004	0.12971688542594734
metalign_sensitve	family	Bray-Curtis distance	CAMI_HIGH_S004	0.2072674342501425
metalign_sensitve	genus	Bray-Curtis distance	CAMI_HIGH_S004	0.30159762712043886
metalign_sensitve	order	Bray-Curtis distance	CAMI_HIGH_S004	0.40514237250439983
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_HIGH_S004	0.08562567658961254
metalign_sensitve	species	Bray-Curtis distance	CAMI_HIGH_S004	0.8882699445258188
metalign_sensitve	strain	Bray-Curtis distance	CAMI_HIGH_S004	0.9652507751425328
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_HIGH_S004	0.027528832389423885
metalign_sensitve	superkingdom	Shannon diversity	CAMI_HIGH_S004	0.16196250666394452
metalign_sensitve	superkingdom	Shannon equitability	CAMI_HIGH_S004	0.11683125258700923
metalign_sensitve	phylum	Shannon diversity	CAMI_HIGH_S004	1.1858329866613357
metalign_sensitve	phylum	Shannon equitability	CAMI_HIGH_S004	0.38363529603838575
metalign_sensitve	class	Shannon diversity	CAMI_HIGH_S004	2.0284243581039227
metalign_sensitve	class	Shannon equitability	CAMI_HIGH_S004	0.5462191985691267
metalign_sensitve	order	Shannon diversity	CAMI_HIGH_S004	2.9637261791151515
metalign_sensitve	order	Shannon equitability	CAMI_HIGH_S004	0.650813855899714
metalign_sensitve	family	Shannon diversity	CAMI_HIGH_S004	3.6227153333000497
metalign_sensitve	family	Shannon equitability	CAMI_HIGH_S004	0.6918276491967864
metalign_sensitve	genus	Shannon diversity	CAMI_HIGH_S004	4.59453387702956
metalign_sensitve	genus	Shannon equitability	CAMI_HIGH_S004	0.6938910132783427
metalign_sensitve	species	Shannon diversity	CAMI_HIGH_S004	7.332735945176915
metalign_sensitve	species	Shannon equitability	CAMI_HIGH_S004	0.8315469546760513
metalign_sensitve	strain	Shannon diversity	CAMI_HIGH_S004	7.332735945176898
metalign_sensitve	strain	Shannon equitability	CAMI_HIGH_S004	0.8315469546760494
metalign_sensitve	phylum	F1 score	CAMI_HIGH_S004	0.7058823529411764
metalign_sensitve	phylum	False negatives	CAMI_HIGH_S004	0.0
metalign_sensitve	phylum	False positives	CAMI_HIGH_S004	10.0
metalign_sensitve	phylum	Jaccard index	CAMI_HIGH_S004	0.5454545454545454
metalign_sensitve	phylum	Taxon counts	CAMI_HIGH_S004	22.0
metalign_sensitve	phylum	Purity (precision)	CAMI_HIGH_S004	0.5454545454545454
metalign_sensitve	phylum	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_sensitve	phylum	True positives	CAMI_HIGH_S004	12.0
metalign_sensitve	superkingdom	F1 score	CAMI_HIGH_S004	0.6666666666666666
metalign_sensitve	superkingdom	False negatives	CAMI_HIGH_S004	0.0
metalign_sensitve	superkingdom	False positives	CAMI_HIGH_S004	2.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_HIGH_S004	0.5
metalign_sensitve	superkingdom	Taxon counts	CAMI_HIGH_S004	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_HIGH_S004	0.5
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_sensitve	superkingdom	True positives	CAMI_HIGH_S004	2.0
metalign_sensitve	species	F1 score	CAMI_HIGH_S004	0.046292327475353626
metalign_sensitve	species	False negatives	CAMI_HIGH_S004	81.0
metalign_sensitve	species	False positives	CAMI_HIGH_S004	6594.0
metalign_sensitve	species	Jaccard index	CAMI_HIGH_S004	0.02369460289600702
metalign_sensitve	species	Taxon counts	CAMI_HIGH_S004	6756.0
metalign_sensitve	species	Purity (precision)	CAMI_HIGH_S004	0.023978685612788632
metalign_sensitve	species	Completeness (recall)	CAMI_HIGH_S004	0.6666666666666666
metalign_sensitve	species	True positives	CAMI_HIGH_S004	162.0
metalign_sensitve	strain	F1 score	CAMI_HIGH_S004	0.015070242656449552
metalign_sensitve	strain	False negatives	CAMI_HIGH_S004	1015.0
metalign_sensitve	strain	False positives	CAMI_HIGH_S004	6697.0
metalign_sensitve	strain	Jaccard index	CAMI_HIGH_S004	0.007592330459400334
metalign_sensitve	strain	Taxon counts	CAMI_HIGH_S004	6756.0
metalign_sensitve	strain	Purity (precision)	CAMI_HIGH_S004	0.008732978093546477
metalign_sensitve	strain	Completeness (recall)	CAMI_HIGH_S004	0.05493482309124767
metalign_sensitve	strain	True positives	CAMI_HIGH_S004	59.0
metalign_sensitve	genus	F1 score	CAMI_HIGH_S004	0.38941798941798944
metalign_sensitve	genus	False negatives	CAMI_HIGH_S004	10.0
metalign_sensitve	genus	False positives	CAMI_HIGH_S004	567.0
metalign_sensitve	genus	Jaccard index	CAMI_HIGH_S004	0.24178712220762155
metalign_sensitve	genus	Taxon counts	CAMI_HIGH_S004	751.0
metalign_sensitve	genus	Purity (precision)	CAMI_HIGH_S004	0.24500665778961384
metalign_sensitve	genus	Completeness (recall)	CAMI_HIGH_S004	0.9484536082474226
metalign_sensitve	genus	True positives	CAMI_HIGH_S004	184.0
metalign_sensitve	order	F1 score	CAMI_HIGH_S004	0.5925925925925926
metalign_sensitve	order	False negatives	CAMI_HIGH_S004	0.0
metalign_sensitve	order	False positives	CAMI_HIGH_S004	55.0
metalign_sensitve	order	Jaccard index	CAMI_HIGH_S004	0.42105263157894735
metalign_sensitve	order	Taxon counts	CAMI_HIGH_S004	95.0
metalign_sensitve	order	Purity (precision)	CAMI_HIGH_S004	0.42105263157894735
metalign_sensitve	order	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_sensitve	order	True positives	CAMI_HIGH_S004	40.0
metalign_sensitve	family	F1 score	CAMI_HIGH_S004	0.6159420289855072
metalign_sensitve	family	False negatives	CAMI_HIGH_S004	3.0
metalign_sensitve	family	False positives	CAMI_HIGH_S004	103.0
metalign_sensitve	family	Jaccard index	CAMI_HIGH_S004	0.44502617801047123
metalign_sensitve	family	Taxon counts	CAMI_HIGH_S004	188.0
metalign_sensitve	family	Purity (precision)	CAMI_HIGH_S004	0.4521276595744681
metalign_sensitve	family	Completeness (recall)	CAMI_HIGH_S004	0.9659090909090909
metalign_sensitve	family	True positives	CAMI_HIGH_S004	85.0
metalign_sensitve	class	F1 score	CAMI_HIGH_S004	0.6774193548387097
metalign_sensitve	class	False negatives	CAMI_HIGH_S004	0.0
metalign_sensitve	class	False positives	CAMI_HIGH_S004	20.0
metalign_sensitve	class	Jaccard index	CAMI_HIGH_S004	0.5121951219512195
metalign_sensitve	class	Taxon counts	CAMI_HIGH_S004	41.0
metalign_sensitve	class	Purity (precision)	CAMI_HIGH_S004	0.5121951219512195
metalign_sensitve	class	Completeness (recall)	CAMI_HIGH_S004	1.0
metalign_sensitve	class	True positives	CAMI_HIGH_S004	21.0
metalign_sensitve	class	L1 norm error	CAMI_HIGH_S004	0.25943377085189473
metalign_sensitve	family	L1 norm error	CAMI_HIGH_S004	0.4145348685002851
