tool	rank	metric	sample	value
metalign_default	superkingdom	Completeness (recall)	CAMI_MED_S002	1.0
metalign_default	superkingdom	True positives	CAMI_MED_S002	3.0
metalign_default	family	F1 score	CAMI_MED_S002	0.8600000000000001
metalign_default	family	False negatives	CAMI_MED_S002	10.0
metalign_default	family	False positives	CAMI_MED_S002	4.0
metalign_default	family	Jaccard index	CAMI_MED_S002	0.7543859649122807
metalign_default	family	Taxon counts	CAMI_MED_S002	47.0
metalign_default	family	Purity (precision)	CAMI_MED_S002	0.9148936170212766
metalign_default	family	Completeness (recall)	CAMI_MED_S002	0.8113207547169812
metalign_default	family	True positives	CAMI_MED_S002	43.0
metalign_default	class	L1 norm error	CAMI_MED_S002	0.27186921712374357
metalign_default	family	L1 norm error	CAMI_MED_S002	0.3480016123264874
metalign_default	genus	L1 norm error	CAMI_MED_S002	0.4238974645972607
metalign_default	order	L1 norm error	CAMI_MED_S002	0.7839607777900093
metalign_default	phylum	L1 norm error	CAMI_MED_S002	0.2265263079085097
metalign_default	species	L1 norm error	CAMI_MED_S002	1.5438632039257498
metalign_default	strain	L1 norm error	CAMI_MED_S002	1.9003192025536209
metalign_default	superkingdom	L1 norm error	CAMI_MED_S002	0.6629649309212127
metalign_default	na	Weighted UniFrac error	CAMI_MED_S002	8.956607471113193
metalign_default	na	Unweighted UniFrac error	CAMI_MED_S002	2538.242584727461
metalign_precise	class	Bray-Curtis distance	CAMI_MED_S002	0.1359454399400014
metalign_precise	family	Bray-Curtis distance	CAMI_MED_S002	0.17445378069873413
metalign_precise	genus	Bray-Curtis distance	CAMI_MED_S002	0.21533525344818938
metalign_precise	order	Bray-Curtis distance	CAMI_MED_S002	0.3923035009784557
metalign_precise	phylum	Bray-Curtis distance	CAMI_MED_S002	0.11328635114783406
metalign_precise	species	Bray-Curtis distance	CAMI_MED_S002	0.7740994165099
metalign_precise	strain	Bray-Curtis distance	CAMI_MED_S002	0.9507626061008487
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_MED_S002	0.3315212840682156
metalign_precise	superkingdom	Shannon diversity	CAMI_MED_S002	0.1151137663102506
metalign_precise	superkingdom	Shannon equitability	CAMI_MED_S002	0.16607405979384957
metalign_precise	phylum	Shannon diversity	CAMI_MED_S002	1.3183581140938079
metalign_precise	phylum	Shannon equitability	CAMI_MED_S002	0.7357896730758159
metalign_precise	class	Shannon diversity	CAMI_MED_S002	1.9646047274324914
metalign_precise	class	Shannon equitability	CAMI_MED_S002	0.7085813743934672
metalign_precise	order	Shannon diversity	CAMI_MED_S002	2.7290560877481265
metalign_precise	order	Shannon equitability	CAMI_MED_S002	0.8104592603493019
metalign_precise	family	Shannon diversity	CAMI_MED_S002	3.0163828325659447
metalign_precise	family	Shannon equitability	CAMI_MED_S002	0.801973503079542
metalign_precise	genus	Shannon diversity	CAMI_MED_S002	3.2838728156600308
metalign_precise	genus	Shannon equitability	CAMI_MED_S002	0.8157977409075273
metalign_precise	species	Shannon diversity	CAMI_MED_S002	3.4491749111371375
metalign_precise	species	Shannon equitability	CAMI_MED_S002	0.8118580143385894
metalign_precise	strain	Shannon diversity	CAMI_MED_S002	3.4491749111371384
metalign_precise	strain	Shannon equitability	CAMI_MED_S002	0.8118580143385896
metalign_precise	species	F1 score	CAMI_MED_S002	0.47887323943661975
metalign_precise	species	False negatives	CAMI_MED_S002	38.0
metalign_precise	species	False positives	CAMI_MED_S002	36.0
metalign_precise	species	Jaccard index	CAMI_MED_S002	0.3148148148148148
metalign_precise	species	Taxon counts	CAMI_MED_S002	70.0
metalign_precise	species	Purity (precision)	CAMI_MED_S002	0.4857142857142857
metalign_precise	species	Completeness (recall)	CAMI_MED_S002	0.4722222222222222
metalign_precise	species	True positives	CAMI_MED_S002	34.0
metalign_precise	order	F1 score	CAMI_MED_S002	0.8275862068965517
metalign_precise	order	False negatives	CAMI_MED_S002	5.0
metalign_precise	order	False positives	CAMI_MED_S002	5.0
metalign_precise	order	Jaccard index	CAMI_MED_S002	0.7058823529411765
metalign_precise	order	Taxon counts	CAMI_MED_S002	29.0
metalign_precise	order	Purity (precision)	CAMI_MED_S002	0.8275862068965517
metalign_precise	order	Completeness (recall)	CAMI_MED_S002	0.8275862068965517
metalign_precise	order	True positives	CAMI_MED_S002	24.0
metalign_precise	strain	F1 score	CAMI_MED_S002	0.0728476821192053
metalign_precise	strain	False negatives	CAMI_MED_S002	221.0
metalign_precise	strain	False positives	CAMI_MED_S002	59.0
metalign_precise	strain	Jaccard index	CAMI_MED_S002	0.037800687285223365
metalign_precise	strain	Taxon counts	CAMI_MED_S002	70.0
metalign_precise	strain	Purity (precision)	CAMI_MED_S002	0.15714285714285714
metalign_precise	strain	Completeness (recall)	CAMI_MED_S002	0.04741379310344827
metalign_precise	strain	True positives	CAMI_MED_S002	11.0
metalign_precise	genus	F1 score	CAMI_MED_S002	0.7401574803149606
metalign_precise	genus	False negatives	CAMI_MED_S002	24.0
metalign_precise	genus	False positives	CAMI_MED_S002	9.0
metalign_precise	genus	Jaccard index	CAMI_MED_S002	0.5875
metalign_precise	genus	Taxon counts	CAMI_MED_S002	56.0
metalign_precise	genus	Purity (precision)	CAMI_MED_S002	0.8392857142857143
metalign_precise	genus	Completeness (recall)	CAMI_MED_S002	0.6619718309859155
metalign_precise	genus	True positives	CAMI_MED_S002	47.0
metalign_precise	class	F1 score	CAMI_MED_S002	0.967741935483871
metalign_precise	class	False negatives	CAMI_MED_S002	0.0
metalign_precise	class	False positives	CAMI_MED_S002	1.0
metalign_precise	class	Jaccard index	CAMI_MED_S002	0.9375
metalign_precise	class	Taxon counts	CAMI_MED_S002	16.0
metalign_precise	class	Purity (precision)	CAMI_MED_S002	0.9375
metalign_precise	class	Completeness (recall)	CAMI_MED_S002	1.0
metalign_precise	class	True positives	CAMI_MED_S002	15.0
metalign_precise	phylum	F1 score	CAMI_MED_S002	1.0
metalign_precise	phylum	False negatives	CAMI_MED_S002	0.0
metalign_precise	phylum	False positives	CAMI_MED_S002	0.0
metalign_precise	phylum	Jaccard index	CAMI_MED_S002	1.0
metalign_precise	phylum	Taxon counts	CAMI_MED_S002	6.0
metalign_precise	phylum	Purity (precision)	CAMI_MED_S002	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_MED_S002	1.0
metalign_precise	phylum	True positives	CAMI_MED_S002	6.0
metalign_precise	superkingdom	F1 score	CAMI_MED_S002	0.8
metalign_precise	superkingdom	False negatives	CAMI_MED_S002	1.0
metalign_precise	superkingdom	False positives	CAMI_MED_S002	0.0
metalign_precise	superkingdom	Jaccard index	CAMI_MED_S002	0.6666666666666666
metalign_precise	superkingdom	Taxon counts	CAMI_MED_S002	2.0
metalign_precise	superkingdom	Purity (precision)	CAMI_MED_S002	1.0
metalign_precise	superkingdom	Completeness (recall)	CAMI_MED_S002	0.6666666666666666
metalign_precise	superkingdom	True positives	CAMI_MED_S002	2.0
metalign_precise	family	F1 score	CAMI_MED_S002	0.8541666666666667
metalign_precise	family	False negatives	CAMI_MED_S002	12.0
metalign_precise	family	False positives	CAMI_MED_S002	2.0
metalign_precise	family	Jaccard index	CAMI_MED_S002	0.7454545454545455
metalign_precise	family	Taxon counts	CAMI_MED_S002	43.0
metalign_precise	family	Purity (precision)	CAMI_MED_S002	0.9534883720930233
metalign_precise	family	Completeness (recall)	CAMI_MED_S002	0.7735849056603774
metalign_precise	family	True positives	CAMI_MED_S002	41.0
metalign_precise	class	L1 norm error	CAMI_MED_S002	0.2718908798800028
metalign_precise	family	L1 norm error	CAMI_MED_S002	0.34890756139746837
metalign_precise	genus	L1 norm error	CAMI_MED_S002	0.43067050689637876
metalign_precise	order	L1 norm error	CAMI_MED_S002	0.7846070019569116
metalign_precise	phylum	L1 norm error	CAMI_MED_S002	0.22657270229566812
metalign_precise	species	L1 norm error	CAMI_MED_S002	1.5481988330198004
metalign_precise	strain	L1 norm error	CAMI_MED_S002	1.9015252122016981
metalign_precise	superkingdom	L1 norm error	CAMI_MED_S002	0.6630425681364314
metalign_precise	na	Weighted UniFrac error	CAMI_MED_S002	8.971566601860438
metalign_precise	na	Unweighted UniFrac error	CAMI_MED_S002	2355.741975935433
metalign_sensitve	class	Bray-Curtis distance	CAMI_MED_S002	0.1796495348764294
metalign_sensitve	family	Bray-Curtis distance	CAMI_MED_S002	0.21455899927453032
metalign_sensitve	genus	Bray-Curtis distance	CAMI_MED_S002	0.269431391956509
metalign_sensitve	order	Bray-Curtis distance	CAMI_MED_S002	0.4399570413233723
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_MED_S002	0.14541186236661827
metalign_sensitve	species	Bray-Curtis distance	CAMI_MED_S002	0.7741655129011611
metalign_sensitve	strain	Bray-Curtis distance	CAMI_MED_S002	0.9501346010768085
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_MED_S002	0.3329115027722841
metalign_sensitve	superkingdom	Shannon diversity	CAMI_MED_S002	0.11440652156587484
metalign_sensitve	superkingdom	Shannon equitability	CAMI_MED_S002	0.08252686065422195
metalign_sensitve	phylum	Shannon diversity	CAMI_MED_S002	1.2894364200873238
metalign_sensitve	phylum	Shannon equitability	CAMI_MED_S002	0.4379226158907727
metalign_sensitve	class	Shannon diversity	CAMI_MED_S002	1.955404318124731
metalign_sensitve	class	Shannon equitability	CAMI_MED_S002	0.5415255526240462
metalign_sensitve	order	Shannon diversity	CAMI_MED_S002	2.7995958263178973
metalign_sensitve	order	Shannon equitability	CAMI_MED_S002	0.6335589071437184
metalign_sensitve	family	Shannon diversity	CAMI_MED_S002	3.1829637883820747
metalign_sensitve	family	Shannon equitability	CAMI_MED_S002	0.6162818371279157
metalign_sensitve	genus	Shannon diversity	CAMI_MED_S002	3.6704374114325806
metalign_sensitve	genus	Shannon equitability	CAMI_MED_S002	0.5820293666895923
metalign_sensitve	species	Shannon diversity	CAMI_MED_S002	4.580459785932476
metalign_sensitve	species	Shannon equitability	CAMI_MED_S002	0.5756387723606828
metalign_sensitve	strain	Shannon diversity	CAMI_MED_S002	4.580459785932489
metalign_sensitve	strain	Shannon equitability	CAMI_MED_S002	0.5756387723606845
metalign_sensitve	species	F1 score	CAMI_MED_S002	0.03483606557377049
metalign_sensitve	species	False negatives	CAMI_MED_S002	21.0
metalign_sensitve	species	False positives	CAMI_MED_S002	2805.0
metalign_sensitve	species	Jaccard index	CAMI_MED_S002	0.017726798748696558
metalign_sensitve	species	Taxon counts	CAMI_MED_S002	2856.0
metalign_sensitve	species	Purity (precision)	CAMI_MED_S002	0.017857142857142856
metalign_sensitve	species	Completeness (recall)	CAMI_MED_S002	0.7083333333333334
metalign_sensitve	species	True positives	CAMI_MED_S002	51.0
metalign_sensitve	order	F1 score	CAMI_MED_S002	0.5
metalign_sensitve	order	False negatives	CAMI_MED_S002	1.0
metalign_sensitve	order	False positives	CAMI_MED_S002	55.0
metalign_sensitve	order	Jaccard index	CAMI_MED_S002	0.3333333333333333
metalign_sensitve	order	Taxon counts	CAMI_MED_S002	83.0
metalign_sensitve	order	Purity (precision)	CAMI_MED_S002	0.3373493975903614
metalign_sensitve	order	Completeness (recall)	CAMI_MED_S002	0.9655172413793104
metalign_sensitve	order	True positives	CAMI_MED_S002	28.0
metalign_sensitve	strain	F1 score	CAMI_MED_S002	0.009715025906735753
metalign_sensitve	strain	False negatives	CAMI_MED_S002	217.0
metalign_sensitve	strain	False positives	CAMI_MED_S002	2841.0
metalign_sensitve	strain	Jaccard index	CAMI_MED_S002	0.0048812235600390495
metalign_sensitve	strain	Taxon counts	CAMI_MED_S002	2856.0
metalign_sensitve	strain	Purity (precision)	CAMI_MED_S002	0.005252100840336135
metalign_sensitve	strain	Completeness (recall)	CAMI_MED_S002	0.06465517241379311
metalign_sensitve	strain	True positives	CAMI_MED_S002	15.0
metalign_sensitve	genus	F1 score	CAMI_MED_S002	0.2197092084006462
metalign_sensitve	genus	False negatives	CAMI_MED_S002	3.0
metalign_sensitve	genus	False positives	CAMI_MED_S002	480.0
metalign_sensitve	genus	Jaccard index	CAMI_MED_S002	0.12341197822141561
metalign_sensitve	genus	Taxon counts	CAMI_MED_S002	548.0
metalign_sensitve	genus	Purity (precision)	CAMI_MED_S002	0.12408759124087591
metalign_sensitve	genus	Completeness (recall)	CAMI_MED_S002	0.9577464788732394
metalign_sensitve	genus	True positives	CAMI_MED_S002	68.0
metalign_sensitve	class	F1 score	CAMI_MED_S002	0.5769230769230769
metalign_sensitve	class	False negatives	CAMI_MED_S002	0.0
metalign_sensitve	class	False positives	CAMI_MED_S002	22.0
metalign_sensitve	class	Jaccard index	CAMI_MED_S002	0.40540540540540543
metalign_sensitve	class	Taxon counts	CAMI_MED_S002	37.0
metalign_sensitve	class	Purity (precision)	CAMI_MED_S002	0.40540540540540543
metalign_sensitve	class	Completeness (recall)	CAMI_MED_S002	1.0
metalign_sensitve	class	True positives	CAMI_MED_S002	15.0
metalign_sensitve	phylum	F1 score	CAMI_MED_S002	0.4799999999999999
metalign_sensitve	phylum	False negatives	CAMI_MED_S002	0.0
metalign_sensitve	phylum	False positives	CAMI_MED_S002	13.0
metalign_sensitve	phylum	Jaccard index	CAMI_MED_S002	0.3157894736842105
metalign_sensitve	phylum	Taxon counts	CAMI_MED_S002	19.0
metalign_sensitve	phylum	Purity (precision)	CAMI_MED_S002	0.3157894736842105
metalign_sensitve	phylum	Completeness (recall)	CAMI_MED_S002	1.0
metalign_sensitve	phylum	True positives	CAMI_MED_S002	6.0
metalign_sensitve	superkingdom	F1 score	CAMI_MED_S002	0.8571428571428571
metalign_sensitve	superkingdom	False negatives	CAMI_MED_S002	0.0
metalign_sensitve	superkingdom	False positives	CAMI_MED_S002	1.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_MED_S002	0.75
metalign_sensitve	superkingdom	Taxon counts	CAMI_MED_S002	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_MED_S002	0.75
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_MED_S002	1.0
metalign_sensitve	superkingdom	True positives	CAMI_MED_S002	3.0
metalign_sensitve	family	F1 score	CAMI_MED_S002	0.456140350877193
metalign_sensitve	family	False negatives	CAMI_MED_S002	1.0
metalign_sensitve	family	False positives	CAMI_MED_S002	123.0
metalign_sensitve	family	Jaccard index	CAMI_MED_S002	0.29545454545454547
metalign_sensitve	family	Taxon counts	CAMI_MED_S002	175.0
metalign_sensitve	family	Purity (precision)	CAMI_MED_S002	0.29714285714285715
metalign_sensitve	family	Completeness (recall)	CAMI_MED_S002	0.9811320754716981
metalign_sensitve	family	True positives	CAMI_MED_S002	52.0
metalign_sensitve	class	L1 norm error	CAMI_MED_S002	0.3592990697528588
metalign_sensitve	family	L1 norm error	CAMI_MED_S002	0.4291179985490611
metalign_sensitve	genus	L1 norm error	CAMI_MED_S002	0.5388627839130176
metalign_sensitve	order	L1 norm error	CAMI_MED_S002	0.8799140826467446
metalign_sensitve	phylum	L1 norm error	CAMI_MED_S002	0.2908237247332364
metalign_sensitve	species	L1 norm error	CAMI_MED_S002	1.5483310258023155
metalign_sensitve	strain	L1 norm error	CAMI_MED_S002	1.90026920215361
metalign_sensitve	superkingdom	L1 norm error	CAMI_MED_S002	0.6658230055445682
metalign_sensitve	na	Weighted UniFrac error	CAMI_MED_S002	8.986394008516363
metalign_sensitve	na	Unweighted UniFrac error	CAMI_MED_S002	25813.278385836584
CLARK	class	Bray-Curtis distance	CAMI_MED_S002	0.3254079125336922
CLARK	family	Bray-Curtis distance	CAMI_MED_S002	0.5261007880761219
CLARK	genus	Bray-Curtis distance	CAMI_MED_S002	0.6037784401222893
CLARK	order	Bray-Curtis distance	CAMI_MED_S002	0.35787921508502446
CLARK	phylum	Bray-Curtis distance	CAMI_MED_S002	0.16270588206702488
CLARK	superkingdom	Bray-Curtis distance	CAMI_MED_S002	0.34024873737748357
CLARK	superkingdom	Shannon diversity	CAMI_MED_S002	0.08375083722837887
CLARK	superkingdom	Shannon equitability	CAMI_MED_S002	0.07623329730810971
CLARK	phylum	Shannon diversity	CAMI_MED_S002	1.142658736044531
CLARK	phylum	Shannon equitability	CAMI_MED_S002	0.3038016326961177
CLARK	class	Shannon diversity	CAMI_MED_S002	1.7332901624942088
CLARK	class	Shannon equitability	CAMI_MED_S002	0.4250825863254257
CLARK	order	Shannon diversity	CAMI_MED_S002	2.2517217553646875
