tool	rank	metric	sample	value
metalign_default	strain	Purity (precision)	CAMI_HIGH_S005	0.06550218340611354
metalign_default	strain	Completeness (recall)	CAMI_HIGH_S005	0.055865921787709494
metalign_default	strain	True positives	CAMI_HIGH_S005	60.0
metalign_default	class	L1 norm error	CAMI_HIGH_S005	0.16581964703174312
metalign_default	family	L1 norm error	CAMI_HIGH_S005	0.3074840730738021
metalign_default	genus	L1 norm error	CAMI_HIGH_S005	0.4272054076751045
metalign_default	order	L1 norm error	CAMI_HIGH_S005	0.6773943607425931
metalign_default	phylum	L1 norm error	CAMI_HIGH_S005	0.06602994839393254
metalign_default	species	L1 norm error	CAMI_HIGH_S005	1.775691320496938
metalign_default	strain	L1 norm error	CAMI_HIGH_S005	1.9403027163674034
metalign_default	superkingdom	L1 norm error	CAMI_HIGH_S005	0.023908237905941977
metalign_default	na	Weighted UniFrac error	CAMI_HIGH_S005	8.62453946803338
metalign_default	na	Unweighted UniFrac error	CAMI_HIGH_S005	9275.99720267497
metalign_precise	class	Bray-Curtis distance	CAMI_HIGH_S005	0.08083726685850129
metalign_precise	family	Bray-Curtis distance	CAMI_HIGH_S005	0.16220983108896597
metalign_precise	genus	Bray-Curtis distance	CAMI_HIGH_S005	0.2350596985378236
metalign_precise	order	Bray-Curtis distance	CAMI_HIGH_S005	0.3415724058391714
metalign_precise	phylum	Bray-Curtis distance	CAMI_HIGH_S005	0.03241918386605212
metalign_precise	species	Bray-Curtis distance	CAMI_HIGH_S005	0.9103046006794497
metalign_precise	strain	Bray-Curtis distance	CAMI_HIGH_S005	0.9788402539169528
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_HIGH_S005	0.01204047376452107
metalign_precise	superkingdom	Shannon diversity	CAMI_HIGH_S005	0.10645980135608246
metalign_precise	superkingdom	Shannon equitability	CAMI_HIGH_S005	0.09690388725320723
metalign_precise	phylum	Shannon diversity	CAMI_HIGH_S005	1.2126795335499276
metalign_precise	phylum	Shannon equitability	CAMI_HIGH_S005	0.5831755830800074
metalign_precise	class	Shannon diversity	CAMI_HIGH_S005	2.0842919051984863
metalign_precise	class	Shannon equitability	CAMI_HIGH_S005	0.6957537305981565
metalign_precise	order	Shannon diversity	CAMI_HIGH_S005	2.950584128047377
metalign_precise	order	Shannon equitability	CAMI_HIGH_S005	0.7894181212844908
metalign_precise	family	Shannon diversity	CAMI_HIGH_S005	3.546531645308009
metalign_precise	family	Shannon equitability	CAMI_HIGH_S005	0.8464973520927038
metalign_precise	genus	Shannon diversity	CAMI_HIGH_S005	4.253251948480394
metalign_precise	genus	Shannon equitability	CAMI_HIGH_S005	0.8697235794342922
metalign_precise	species	Shannon diversity	CAMI_HIGH_S005	5.567282228979553
metalign_precise	species	Shannon equitability	CAMI_HIGH_S005	0.9646260111131929
metalign_precise	strain	Shannon diversity	CAMI_HIGH_S005	5.567282228979557
metalign_precise	strain	Shannon equitability	CAMI_HIGH_S005	0.9646260111131936
metalign_precise	superkingdom	F1 score	CAMI_HIGH_S005	0.8
metalign_precise	superkingdom	False negatives	CAMI_HIGH_S005	0.0
metalign_precise	superkingdom	False positives	CAMI_HIGH_S005	1.0
metalign_precise	superkingdom	Jaccard index	CAMI_HIGH_S005	0.6666666666666666
metalign_precise	superkingdom	Taxon counts	CAMI_HIGH_S005	3.0
metalign_precise	superkingdom	Purity (precision)	CAMI_HIGH_S005	0.6666666666666666
metalign_precise	superkingdom	Completeness (recall)	CAMI_HIGH_S005	1.0
metalign_precise	superkingdom	True positives	CAMI_HIGH_S005	2.0
metalign_precise	class	F1 score	CAMI_HIGH_S005	0.7804878048780488
metalign_precise	class	False negatives	CAMI_HIGH_S005	5.0
metalign_precise	class	False positives	CAMI_HIGH_S005	4.0
metalign_precise	class	Jaccard index	CAMI_HIGH_S005	0.64
metalign_precise	class	Taxon counts	CAMI_HIGH_S005	20.0
metalign_precise	class	Purity (precision)	CAMI_HIGH_S005	0.8
metalign_precise	class	Completeness (recall)	CAMI_HIGH_S005	0.7619047619047619
metalign_precise	class	True positives	CAMI_HIGH_S005	16.0
metalign_precise	family	F1 score	CAMI_HIGH_S005	0.7142857142857143
metalign_precise	family	False negatives	CAMI_HIGH_S005	33.0
metalign_precise	family	False positives	CAMI_HIGH_S005	11.0
metalign_precise	family	Jaccard index	CAMI_HIGH_S005	0.5555555555555556
metalign_precise	family	Taxon counts	CAMI_HIGH_S005	66.0
metalign_precise	family	Purity (precision)	CAMI_HIGH_S005	0.8333333333333334
metalign_precise	family	Completeness (recall)	CAMI_HIGH_S005	0.625
metalign_precise	family	True positives	CAMI_HIGH_S005	55.0
metalign_precise	phylum	F1 score	CAMI_HIGH_S005	0.8
metalign_precise	phylum	False negatives	CAMI_HIGH_S005	4.0
metalign_precise	phylum	False positives	CAMI_HIGH_S005	0.0
metalign_precise	phylum	Jaccard index	CAMI_HIGH_S005	0.6666666666666666
metalign_precise	phylum	Taxon counts	CAMI_HIGH_S005	8.0
metalign_precise	phylum	Purity (precision)	CAMI_HIGH_S005	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_HIGH_S005	0.6666666666666666
metalign_precise	phylum	True positives	CAMI_HIGH_S005	8.0
metalign_precise	genus	F1 score	CAMI_HIGH_S005	0.7155963302752294
metalign_precise	genus	False negatives	CAMI_HIGH_S005	77.0
metalign_precise	genus	False positives	CAMI_HIGH_S005	16.0
metalign_precise	genus	Jaccard index	CAMI_HIGH_S005	0.5571428571428572
metalign_precise	genus	Taxon counts	CAMI_HIGH_S005	133.0
metalign_precise	genus	Purity (precision)	CAMI_HIGH_S005	0.8796992481203008
metalign_precise	genus	Completeness (recall)	CAMI_HIGH_S005	0.6030927835051546
metalign_precise	genus	True positives	CAMI_HIGH_S005	117.0
metalign_precise	order	F1 score	CAMI_HIGH_S005	0.7560975609756099
metalign_precise	order	False negatives	CAMI_HIGH_S005	9.0
metalign_precise	order	False positives	CAMI_HIGH_S005	11.0
metalign_precise	order	Jaccard index	CAMI_HIGH_S005	0.6078431372549019
metalign_precise	order	Taxon counts	CAMI_HIGH_S005	42.0
metalign_precise	order	Purity (precision)	CAMI_HIGH_S005	0.7380952380952381
metalign_precise	order	Completeness (recall)	CAMI_HIGH_S005	0.775
metalign_precise	order	True positives	CAMI_HIGH_S005	31.0
metalign_precise	species	F1 score	CAMI_HIGH_S005	0.30851063829787234
metalign_precise	species	False negatives	CAMI_HIGH_S005	156.0
metalign_precise	species	False positives	CAMI_HIGH_S005	234.0
metalign_precise	species	Jaccard index	CAMI_HIGH_S005	0.18238993710691823
metalign_precise	species	Taxon counts	CAMI_HIGH_S005	321.0
metalign_precise	species	Purity (precision)	CAMI_HIGH_S005	0.27102803738317754
metalign_precise	species	Completeness (recall)	CAMI_HIGH_S005	0.35802469135802467
metalign_precise	species	True positives	CAMI_HIGH_S005	87.0
metalign_precise	strain	F1 score	CAMI_HIGH_S005	0.04444444444444444
metalign_precise	strain	False negatives	CAMI_HIGH_S005	1043.0
metalign_precise	strain	False positives	CAMI_HIGH_S005	290.0
metalign_precise	strain	Jaccard index	CAMI_HIGH_S005	0.022727272727272728
metalign_precise	strain	Taxon counts	CAMI_HIGH_S005	321.0
metalign_precise	strain	Purity (precision)	CAMI_HIGH_S005	0.09657320872274143
metalign_precise	strain	Completeness (recall)	CAMI_HIGH_S005	0.028864059590316574
metalign_precise	strain	True positives	CAMI_HIGH_S005	31.0
metalign_precise	class	L1 norm error	CAMI_HIGH_S005	0.1616745337170026
metalign_precise	family	L1 norm error	CAMI_HIGH_S005	0.3244196621779319
metalign_precise	genus	L1 norm error	CAMI_HIGH_S005	0.4701193970756471
metalign_precise	order	L1 norm error	CAMI_HIGH_S005	0.6831448116783431
metalign_precise	phylum	L1 norm error	CAMI_HIGH_S005	0.06483836773210425
metalign_precise	species	L1 norm error	CAMI_HIGH_S005	1.820609201358898
metalign_precise	strain	L1 norm error	CAMI_HIGH_S005	1.9576805078339066
metalign_precise	superkingdom	L1 norm error	CAMI_HIGH_S005	0.024080947529042135
metalign_precise	na	Weighted UniFrac error	CAMI_HIGH_S005	8.763879786053373
metalign_precise	na	Unweighted UniFrac error	CAMI_HIGH_S005	9738.357348792364
metalign_sensitve	class	Bray-Curtis distance	CAMI_HIGH_S005	0.1356966703717243
metalign_sensitve	family	Bray-Curtis distance	CAMI_HIGH_S005	0.22245153305528503
metalign_sensitve	genus	Bray-Curtis distance	CAMI_HIGH_S005	0.31115449711644394
metalign_sensitve	order	Bray-Curtis distance	CAMI_HIGH_S005	0.41029321827090565
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_HIGH_S005	0.09068397434784432
metalign_sensitve	species	Bray-Curtis distance	CAMI_HIGH_S005	0.8901506655122483
metalign_sensitve	strain	Bray-Curtis distance	CAMI_HIGH_S005	0.9706167002683791
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_HIGH_S005	0.025040670806666197
metalign_sensitve	superkingdom	Shannon diversity	CAMI_HIGH_S005	0.15604954074045252
metalign_sensitve	superkingdom	Shannon equitability	CAMI_HIGH_S005	0.11256594927962556
metalign_sensitve	phylum	Shannon diversity	CAMI_HIGH_S005	1.1660823368885636
metalign_sensitve	phylum	Shannon equitability	CAMI_HIGH_S005	0.3772456556271666
metalign_sensitve	class	Shannon diversity	CAMI_HIGH_S005	1.9932716688606849
metalign_sensitve	class	Shannon equitability	CAMI_HIGH_S005	0.5299562925524177
metalign_sensitve	order	Shannon diversity	CAMI_HIGH_S005	2.951137580670354
metalign_sensitve	order	Shannon equitability	CAMI_HIGH_S005	0.6465627635917289
metalign_sensitve	family	Shannon diversity	CAMI_HIGH_S005	3.611699923862305
metalign_sensitve	family	Shannon equitability	CAMI_HIGH_S005	0.686962073819058
metalign_sensitve	genus	Shannon diversity	CAMI_HIGH_S005	4.559535626484736
metalign_sensitve	genus	Shannon equitability	CAMI_HIGH_S005	0.6887439888107268
metalign_sensitve	species	Shannon diversity	CAMI_HIGH_S005	7.392575172724145
metalign_sensitve	species	Shannon equitability	CAMI_HIGH_S005	0.8397099530977872
metalign_sensitve	strain	Shannon diversity	CAMI_HIGH_S005	7.392575172724124
metalign_sensitve	strain	Shannon equitability	CAMI_HIGH_S005	0.8397099530977847
metalign_sensitve	superkingdom	F1 score	CAMI_HIGH_S005	0.6666666666666666
metalign_sensitve	superkingdom	False negatives	CAMI_HIGH_S005	0.0
metalign_sensitve	superkingdom	False positives	CAMI_HIGH_S005	2.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_HIGH_S005	0.5
metalign_sensitve	superkingdom	Taxon counts	CAMI_HIGH_S005	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_HIGH_S005	0.5
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_HIGH_S005	1.0
metalign_sensitve	superkingdom	True positives	CAMI_HIGH_S005	2.0
metalign_sensitve	class	F1 score	CAMI_HIGH_S005	0.625
metalign_sensitve	class	False negatives	CAMI_HIGH_S005	1.0
metalign_sensitve	class	False positives	CAMI_HIGH_S005	23.0
metalign_sensitve	class	Jaccard index	CAMI_HIGH_S005	0.45454545454545453
metalign_sensitve	class	Taxon counts	CAMI_HIGH_S005	43.0
metalign_sensitve	class	Purity (precision)	CAMI_HIGH_S005	0.46511627906976744
metalign_sensitve	class	Completeness (recall)	CAMI_HIGH_S005	0.9523809523809523
metalign_sensitve	class	True positives	CAMI_HIGH_S005	20.0
metalign_sensitve	family	F1 score	CAMI_HIGH_S005	0.5857142857142857
metalign_sensitve	family	False negatives	CAMI_HIGH_S005	6.0
metalign_sensitve	family	False positives	CAMI_HIGH_S005	110.0
metalign_sensitve	family	Jaccard index	CAMI_HIGH_S005	0.41414141414141414
metalign_sensitve	family	Taxon counts	CAMI_HIGH_S005	192.0
metalign_sensitve	family	Purity (precision)	CAMI_HIGH_S005	0.4270833333333333
metalign_sensitve	family	Completeness (recall)	CAMI_HIGH_S005	0.9318181818181818
metalign_sensitve	family	True positives	CAMI_HIGH_S005	82.0
metalign_sensitve	phylum	F1 score	CAMI_HIGH_S005	0.6470588235294118
metalign_sensitve	phylum	False negatives	CAMI_HIGH_S005	1.0
metalign_sensitve	phylum	False positives	CAMI_HIGH_S005	11.0
metalign_sensitve	phylum	Jaccard index	CAMI_HIGH_S005	0.4782608695652174
metalign_sensitve	phylum	Taxon counts	CAMI_HIGH_S005	22.0
metalign_sensitve	phylum	Purity (precision)	CAMI_HIGH_S005	0.5
metalign_sensitve	phylum	Completeness (recall)	CAMI_HIGH_S005	0.9166666666666666
metalign_sensitve	phylum	True positives	CAMI_HIGH_S005	11.0
metalign_sensitve	genus	F1 score	CAMI_HIGH_S005	0.3877118644067797
metalign_sensitve	genus	False negatives	CAMI_HIGH_S005	11.0
metalign_sensitve	genus	False positives	CAMI_HIGH_S005	567.0
metalign_sensitve	genus	Jaccard index	CAMI_HIGH_S005	0.240473061760841
metalign_sensitve	genus	Taxon counts	CAMI_HIGH_S005	750.0
metalign_sensitve	genus	Purity (precision)	CAMI_HIGH_S005	0.244
metalign_sensitve	genus	Completeness (recall)	CAMI_HIGH_S005	0.9432989690721649
metalign_sensitve	genus	True positives	CAMI_HIGH_S005	183.0
metalign_sensitve	order	F1 score	CAMI_HIGH_S005	0.5588235294117647
metalign_sensitve	order	False negatives	CAMI_HIGH_S005	2.0
metalign_sensitve	order	False positives	CAMI_HIGH_S005	58.0
metalign_sensitve	order	Jaccard index	CAMI_HIGH_S005	0.3877551020408163
metalign_sensitve	order	Taxon counts	CAMI_HIGH_S005	96.0
metalign_sensitve	order	Purity (precision)	CAMI_HIGH_S005	0.3958333333333333
metalign_sensitve	order	Completeness (recall)	CAMI_HIGH_S005	0.95
metalign_sensitve	order	True positives	CAMI_HIGH_S005	38.0
metalign_sensitve	species	F1 score	CAMI_HIGH_S005	0.046942915097073316
metalign_sensitve	species	False negatives	CAMI_HIGH_S005	81.0
metalign_sensitve	species	False positives	CAMI_HIGH_S005	6497.0
metalign_sensitve	species	Jaccard index	CAMI_HIGH_S005	0.024035608308605343
metalign_sensitve	species	Taxon counts	CAMI_HIGH_S005	6659.0
metalign_sensitve	species	Purity (precision)	CAMI_HIGH_S005	0.024327977173749814
metalign_sensitve	species	Completeness (recall)	CAMI_HIGH_S005	0.6666666666666666
metalign_sensitve	species	True positives	CAMI_HIGH_S005	162.0
metalign_sensitve	strain	F1 score	CAMI_HIGH_S005	0.015517910254752357
metalign_sensitve	strain	False negatives	CAMI_HIGH_S005	1014.0
metalign_sensitve	strain	False positives	CAMI_HIGH_S005	6599.0
metalign_sensitve	strain	Jaccard index	CAMI_HIGH_S005	0.00781962726443373
metalign_sensitve	strain	Taxon counts	CAMI_HIGH_S005	6659.0
metalign_sensitve	strain	Purity (precision)	CAMI_HIGH_S005	0.009010361916203634
metalign_sensitve	strain	Completeness (recall)	CAMI_HIGH_S005	0.055865921787709494
metalign_sensitve	strain	True positives	CAMI_HIGH_S005	60.0
metalign_sensitve	class	L1 norm error	CAMI_HIGH_S005	0.27139334074344856
metalign_sensitve	family	L1 norm error	CAMI_HIGH_S005	0.44490306611057
