tool	rank	metric	sample	value
Gold standard	phylum	False negatives	CAMI_HIGH_S003	0.0
Gold standard	phylum	False positives	CAMI_HIGH_S003	0.0
Gold standard	phylum	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	phylum	Taxon counts	CAMI_HIGH_S003	12.0
Gold standard	phylum	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	phylum	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	phylum	True positives	CAMI_HIGH_S003	12.0
Gold standard	species	F1 score	CAMI_HIGH_S003	1.0
Gold standard	species	False negatives	CAMI_HIGH_S003	0.0
Gold standard	species	False positives	CAMI_HIGH_S003	0.0
Gold standard	species	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	species	Taxon counts	CAMI_HIGH_S003	243.0
Gold standard	species	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	species	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	species	True positives	CAMI_HIGH_S003	243.0
Gold standard	class	F1 score	CAMI_HIGH_S003	1.0
Gold standard	class	False negatives	CAMI_HIGH_S003	0.0
Gold standard	class	False positives	CAMI_HIGH_S003	0.0
Gold standard	class	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	class	Taxon counts	CAMI_HIGH_S003	21.0
Gold standard	class	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	class	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	class	True positives	CAMI_HIGH_S003	21.0
Gold standard	family	F1 score	CAMI_HIGH_S003	1.0
Gold standard	family	False negatives	CAMI_HIGH_S003	0.0
Gold standard	family	False positives	CAMI_HIGH_S003	0.0
Gold standard	family	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	family	Taxon counts	CAMI_HIGH_S003	88.0
Gold standard	family	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	family	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	family	True positives	CAMI_HIGH_S003	88.0
Gold standard	genus	F1 score	CAMI_HIGH_S003	1.0
Gold standard	genus	False negatives	CAMI_HIGH_S003	0.0
Gold standard	genus	False positives	CAMI_HIGH_S003	0.0
Gold standard	genus	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	genus	Taxon counts	CAMI_HIGH_S003	194.0
Gold standard	genus	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	genus	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	genus	True positives	CAMI_HIGH_S003	194.0
Gold standard	strain	F1 score	CAMI_HIGH_S003	1.0
Gold standard	strain	False negatives	CAMI_HIGH_S003	0.0
Gold standard	strain	False positives	CAMI_HIGH_S003	0.0
Gold standard	strain	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	strain	Taxon counts	CAMI_HIGH_S003	1074.0
Gold standard	strain	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	strain	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	strain	True positives	CAMI_HIGH_S003	1074.0
Gold standard	class	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	family	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	genus	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	order	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	phylum	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	species	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	strain	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	superkingdom	L1 norm error	CAMI_HIGH_S003	0.0
Gold standard	na	Weighted UniFrac error	CAMI_HIGH_S003	0.0
Gold standard	na	Unweighted UniFrac error	CAMI_HIGH_S003	0.0
metalign_default	class	Bray-Curtis distance	CAMI_HIGH_S003	0.08277487920258687
metalign_default	family	Bray-Curtis distance	CAMI_HIGH_S003	0.14472957565509564
metalign_default	genus	Bray-Curtis distance	CAMI_HIGH_S003	0.22066294705614828
metalign_default	order	Bray-Curtis distance	CAMI_HIGH_S003	0.3359402492177599
metalign_default	phylum	Bray-Curtis distance	CAMI_HIGH_S003	0.03913303001073538
metalign_default	species	Bray-Curtis distance	CAMI_HIGH_S003	0.8858436092189933
metalign_default	strain	Bray-Curtis distance	CAMI_HIGH_S003	0.9650909650909651
metalign_default	superkingdom	Bray-Curtis distance	CAMI_HIGH_S003	0.007495275517624167
metalign_default	superkingdom	Shannon diversity	CAMI_HIGH_S003	0.05286285808244516
metalign_default	superkingdom	Shannon equitability	CAMI_HIGH_S003	0.038132491601380346
metalign_default	phylum	Shannon diversity	CAMI_HIGH_S003	1.244878319200555
metalign_default	phylum	Shannon equitability	CAMI_HIGH_S003	0.5009758894994151
metalign_default	class	Shannon diversity	CAMI_HIGH_S003	2.1044409997923363
metalign_default	class	Shannon equitability	CAMI_HIGH_S003	0.6621791549584716
metalign_default	order	Shannon diversity	CAMI_HIGH_S003	2.9638241073519462
metalign_default	order	Shannon equitability	CAMI_HIGH_S003	0.7500990367701277
metalign_default	family	Shannon diversity	CAMI_HIGH_S003	3.6436697577417636
metalign_default	family	Shannon equitability	CAMI_HIGH_S003	0.8001247825698536
metalign_default	genus	Shannon diversity	CAMI_HIGH_S003	4.413800704057999
metalign_default	genus	Shannon equitability	CAMI_HIGH_S003	0.8314955001645612
metalign_default	species	Shannon diversity	CAMI_HIGH_S003	6.049641602233059
metalign_default	species	Shannon equitability	CAMI_HIGH_S003	0.8762837596041482
metalign_default	strain	Shannon diversity	CAMI_HIGH_S003	6.04964160223306
metalign_default	strain	Shannon equitability	CAMI_HIGH_S003	0.8762837596041483
metalign_default	order	F1 score	CAMI_HIGH_S003	0.8043478260869567
metalign_default	order	False negatives	CAMI_HIGH_S003	3.0
metalign_default	order	False positives	CAMI_HIGH_S003	15.0
metalign_default	order	Jaccard index	CAMI_HIGH_S003	0.6727272727272727
metalign_default	order	Taxon counts	CAMI_HIGH_S003	52.0
metalign_default	order	Purity (precision)	CAMI_HIGH_S003	0.7115384615384616
metalign_default	order	Completeness (recall)	CAMI_HIGH_S003	0.925
metalign_default	order	True positives	CAMI_HIGH_S003	37.0
metalign_default	superkingdom	F1 score	CAMI_HIGH_S003	0.6666666666666666
metalign_default	superkingdom	False negatives	CAMI_HIGH_S003	0.0
metalign_default	superkingdom	False positives	CAMI_HIGH_S003	2.0
metalign_default	superkingdom	Jaccard index	CAMI_HIGH_S003	0.5
metalign_default	superkingdom	Taxon counts	CAMI_HIGH_S003	4.0
metalign_default	superkingdom	Purity (precision)	CAMI_HIGH_S003	0.5
metalign_default	superkingdom	Completeness (recall)	CAMI_HIGH_S003	1.0
metalign_default	superkingdom	True positives	CAMI_HIGH_S003	2.0
metalign_default	phylum	F1 score	CAMI_HIGH_S003	0.9166666666666666
metalign_default	phylum	False negatives	CAMI_HIGH_S003	1.0
metalign_default	phylum	False positives	CAMI_HIGH_S003	1.0
metalign_default	phylum	Jaccard index	CAMI_HIGH_S003	0.8461538461538461
metalign_default	phylum	Taxon counts	CAMI_HIGH_S003	12.0
metalign_default	phylum	Purity (precision)	CAMI_HIGH_S003	0.9166666666666666
metalign_default	phylum	Completeness (recall)	CAMI_HIGH_S003	0.9166666666666666
metalign_default	phylum	True positives	CAMI_HIGH_S003	11.0
metalign_default	species	F1 score	CAMI_HIGH_S003	0.2437449556093624
metalign_default	species	False negatives	CAMI_HIGH_S003	92.0
metalign_default	species	False positives	CAMI_HIGH_S003	845.0
metalign_default	species	Jaccard index	CAMI_HIGH_S003	0.13878676470588236
metalign_default	species	Taxon counts	CAMI_HIGH_S003	996.0
metalign_default	species	Purity (precision)	CAMI_HIGH_S003	0.15160642570281124
metalign_default	species	Completeness (recall)	CAMI_HIGH_S003	0.6213991769547325
metalign_default	species	True positives	CAMI_HIGH_S003	151.0
metalign_default	class	F1 score	CAMI_HIGH_S003	0.888888888888889
metalign_default	class	False negatives	CAMI_HIGH_S003	1.0
metalign_default	class	False positives	CAMI_HIGH_S003	4.0
metalign_default	class	Jaccard index	CAMI_HIGH_S003	0.8
metalign_default	class	Taxon counts	CAMI_HIGH_S003	24.0
metalign_default	class	Purity (precision)	CAMI_HIGH_S003	0.8333333333333334
metalign_default	class	Completeness (recall)	CAMI_HIGH_S003	0.9523809523809523
metalign_default	class	True positives	CAMI_HIGH_S003	20.0
metalign_default	family	F1 score	CAMI_HIGH_S003	0.8633879781420765
metalign_default	family	False negatives	CAMI_HIGH_S003	9.0
metalign_default	family	False positives	CAMI_HIGH_S003	16.0
metalign_default	family	Jaccard index	CAMI_HIGH_S003	0.7596153846153846
metalign_default	family	Taxon counts	CAMI_HIGH_S003	95.0
metalign_default	family	Purity (precision)	CAMI_HIGH_S003	0.8315789473684211
metalign_default	family	Completeness (recall)	CAMI_HIGH_S003	0.8977272727272727
metalign_default	family	True positives	CAMI_HIGH_S003	79.0
metalign_default	genus	F1 score	CAMI_HIGH_S003	0.8181818181818183
metalign_default	genus	False negatives	CAMI_HIGH_S003	32.0
metalign_default	genus	False positives	CAMI_HIGH_S003	40.0
metalign_default	genus	Jaccard index	CAMI_HIGH_S003	0.6923076923076923
metalign_default	genus	Taxon counts	CAMI_HIGH_S003	202.0
metalign_default	genus	Purity (precision)	CAMI_HIGH_S003	0.801980198019802
metalign_default	genus	Completeness (recall)	CAMI_HIGH_S003	0.8350515463917526
metalign_default	genus	True positives	CAMI_HIGH_S003	162.0
metalign_default	strain	F1 score	CAMI_HIGH_S003	0.05507246376811594
metalign_default	strain	False negatives	CAMI_HIGH_S003	1017.0
metalign_default	strain	False positives	CAMI_HIGH_S003	939.0
metalign_default	strain	Jaccard index	CAMI_HIGH_S003	0.028315946348733235
metalign_default	strain	Taxon counts	CAMI_HIGH_S003	996.0
metalign_default	strain	Purity (precision)	CAMI_HIGH_S003	0.0572289156626506
metalign_default	strain	Completeness (recall)	CAMI_HIGH_S003	0.05307262569832402
metalign_default	strain	True positives	CAMI_HIGH_S003	57.0
metalign_default	class	L1 norm error	CAMI_HIGH_S003	0.1655497584051737
metalign_default	family	L1 norm error	CAMI_HIGH_S003	0.28945915131019134
metalign_default	genus	L1 norm error	CAMI_HIGH_S003	0.44132589411229634
metalign_default	order	L1 norm error	CAMI_HIGH_S003	0.6718804984355197
metalign_default	phylum	L1 norm error	CAMI_HIGH_S003	0.07826606002147077
metalign_default	species	L1 norm error	CAMI_HIGH_S003	1.7716872184379862
metalign_default	strain	L1 norm error	CAMI_HIGH_S003	1.93018193018193
metalign_default	superkingdom	L1 norm error	CAMI_HIGH_S003	0.014990551035248333
metalign_default	na	Weighted UniFrac error	CAMI_HIGH_S003	8.619010791169119
metalign_default	na	Unweighted UniFrac error	CAMI_HIGH_S003	9911.985364701197
metalign_precise	class	Bray-Curtis distance	CAMI_HIGH_S003	0.07947448295533173
metalign_precise	family	Bray-Curtis distance	CAMI_HIGH_S003	0.15208865733614904
metalign_precise	genus	Bray-Curtis distance	CAMI_HIGH_S003	0.24357661548073076
metalign_precise	order	Bray-Curtis distance	CAMI_HIGH_S003	0.33999643853286293
metalign_precise	phylum	Bray-Curtis distance	CAMI_HIGH_S003	0.035754874845872385
metalign_precise	species	Bray-Curtis distance	CAMI_HIGH_S003	0.9085760397410878
metalign_precise	strain	Bray-Curtis distance	CAMI_HIGH_S003	0.9746299746299745
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_HIGH_S003	0.007416646833103086
metalign_precise	superkingdom	Shannon diversity	CAMI_HIGH_S003	0.05556117642066444
metalign_precise	superkingdom	Shannon equitability	CAMI_HIGH_S003	0.05057396225562287
metalign_precise	phylum	Shannon diversity	CAMI_HIGH_S003	1.2383958059828106
metalign_precise	phylum	Shannon equitability	CAMI_HIGH_S003	0.5955424959830307
metalign_precise	class	Shannon diversity	CAMI_HIGH_S003	2.0982138353505007
metalign_precise	class	Shannon equitability	CAMI_HIGH_S003	0.7259321675900067
metalign_precise	order	Shannon diversity	CAMI_HIGH_S003	2.9368800237368227
metalign_precise	order	Shannon equitability	CAMI_HIGH_S003	0.7908504186760598
metalign_precise	family	Shannon diversity	CAMI_HIGH_S003	3.5570029589986674
metalign_precise	family	Shannon equitability	CAMI_HIGH_S003	0.8652668694114685
metalign_precise	genus	Shannon diversity	CAMI_HIGH_S003	4.25975968560176
metalign_precise	genus	Shannon equitability	CAMI_HIGH_S003	0.8852029288624574
metalign_precise	species	Shannon diversity	CAMI_HIGH_S003	5.569592833039611
metalign_precise	species	Shannon equitability	CAMI_HIGH_S003	0.9655483523023298
metalign_precise	strain	Shannon diversity	CAMI_HIGH_S003	5.5695928330396125
metalign_precise	strain	Shannon equitability	CAMI_HIGH_S003	0.96554835230233
metalign_precise	order	F1 score	CAMI_HIGH_S003	0.7160493827160495
metalign_precise	order	False negatives	CAMI_HIGH_S003	11.0
metalign_precise	order	False positives	CAMI_HIGH_S003	12.0
metalign_precise	order	Jaccard index	CAMI_HIGH_S003	0.5576923076923077
metalign_precise	order	Taxon counts	CAMI_HIGH_S003	41.0
metalign_precise	order	Purity (precision)	CAMI_HIGH_S003	0.7073170731707317
metalign_precise	order	Completeness (recall)	CAMI_HIGH_S003	0.725
metalign_precise	order	True positives	CAMI_HIGH_S003	29.0
metalign_precise	superkingdom	F1 score	CAMI_HIGH_S003	0.8
metalign_precise	superkingdom	False negatives	CAMI_HIGH_S003	0.0
metalign_precise	superkingdom	False positives	CAMI_HIGH_S003	1.0
metalign_precise	superkingdom	Jaccard index	CAMI_HIGH_S003	0.6666666666666666
metalign_precise	superkingdom	Taxon counts	CAMI_HIGH_S003	3.0
metalign_precise	superkingdom	Purity (precision)	CAMI_HIGH_S003	0.6666666666666666
metalign_precise	superkingdom	Completeness (recall)	CAMI_HIGH_S003	1.0
metalign_precise	superkingdom	True positives	CAMI_HIGH_S003	2.0
metalign_precise	phylum	F1 score	CAMI_HIGH_S003	0.8
metalign_precise	phylum	False negatives	CAMI_HIGH_S003	4.0
metalign_precise	phylum	False positives	CAMI_HIGH_S003	0.0
metalign_precise	phylum	Jaccard index	CAMI_HIGH_S003	0.6666666666666666
metalign_precise	phylum	Taxon counts	CAMI_HIGH_S003	8.0
metalign_precise	phylum	Purity (precision)	CAMI_HIGH_S003	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_HIGH_S003	0.6666666666666666
metalign_precise	phylum	True positives	CAMI_HIGH_S003	8.0
metalign_precise	species	F1 score	CAMI_HIGH_S003	0.28063943161634103
metalign_precise	species	False negatives	CAMI_HIGH_S003	164.0
metalign_precise	species	False positives	CAMI_HIGH_S003	241.0
metalign_precise	species	Jaccard index	CAMI_HIGH_S003	0.16322314049586778
metalign_precise	species	Taxon counts	CAMI_HIGH_S003	320.0
metalign_precise	species	Purity (precision)	CAMI_HIGH_S003	0.246875
metalign_precise	species	Completeness (recall)	CAMI_HIGH_S003	0.32510288065843623
metalign_precise	species	True positives	CAMI_HIGH_S003	79.0
metalign_precise	class	F1 score	CAMI_HIGH_S003	0.8205128205128205
metalign_precise	class	False negatives	CAMI_HIGH_S003	5.0
metalign_precise	class	False positives	CAMI_HIGH_S003	2.0
metalign_precise	class	Jaccard index	CAMI_HIGH_S003	0.6956521739130435
metalign_precise	class	Taxon counts	CAMI_HIGH_S003	18.0
metalign_precise	class	Purity (precision)	CAMI_HIGH_S003	0.8888888888888888
metalign_precise	class	Completeness (recall)	CAMI_HIGH_S003	0.7619047619047619
metalign_precise	class	True positives	CAMI_HIGH_S003	16.0
metalign_precise	family	F1 score	CAMI_HIGH_S003	0.7248322147651006
metalign_precise	family	False negatives	CAMI_HIGH_S003	34.0
metalign_precise	family	False positives	CAMI_HIGH_S003	7.0
metalign_precise	family	Jaccard index	CAMI_HIGH_S003	0.5684210526315789
metalign_precise	family	Taxon counts	CAMI_HIGH_S003	61.0
metalign_precise	family	Purity (precision)	CAMI_HIGH_S003	0.8852459016393442
metalign_precise	family	Completeness (recall)	CAMI_HIGH_S003	0.6136363636363636
metalign_precise	family	True positives	CAMI_HIGH_S003	54.0
metalign_precise	genus	F1 score	CAMI_HIGH_S003	0.7003154574132492
metalign_precise	genus	False negatives	CAMI_HIGH_S003	83.0
metalign_precise	genus	False positives	CAMI_HIGH_S003	12.0
metalign_precise	genus	Jaccard index	CAMI_HIGH_S003	0.5388349514563107
metalign_precise	genus	Taxon counts	CAMI_HIGH_S003	123.0
metalign_precise	genus	Purity (precision)	CAMI_HIGH_S003	0.9024390243902439
metalign_precise	genus	Completeness (recall)	CAMI_HIGH_S003	0.5721649484536082
metalign_precise	genus	True positives	CAMI_HIGH_S003	111.0
metalign_precise	strain	F1 score	CAMI_HIGH_S003	0.038737446197991396
metalign_precise	strain	False negatives	CAMI_HIGH_S003	1047.0
metalign_precise	strain	False positives	CAMI_HIGH_S003	293.0
metalign_precise	strain	Jaccard index	CAMI_HIGH_S003	0.019751280175566936
metalign_precise	strain	Taxon counts	CAMI_HIGH_S003	320.0
metalign_precise	strain	Purity (precision)	CAMI_HIGH_S003	0.084375
metalign_precise	strain	Completeness (recall)	CAMI_HIGH_S003	0.025139664804469275
metalign_precise	strain	True positives	CAMI_HIGH_S003	27.0
metalign_precise	class	L1 norm error	CAMI_HIGH_S003	0.1589489659106634
metalign_precise	family	L1 norm error	CAMI_HIGH_S003	0.3041773146722982
metalign_precise	genus	L1 norm error	CAMI_HIGH_S003	0.48715323096146107
metalign_precise	order	L1 norm error	CAMI_HIGH_S003	0.6799928770657256
metalign_precise	phylum	L1 norm error	CAMI_HIGH_S003	0.07150974969174476
metalign_precise	species	L1 norm error	CAMI_HIGH_S003	1.8171520794821765
metalign_precise	strain	L1 norm error	CAMI_HIGH_S003	1.9492599492599478
metalign_precise	superkingdom	L1 norm error	CAMI_HIGH_S003	0.014833293666206173
metalign_precise	na	Weighted UniFrac error	CAMI_HIGH_S003	8.770138012667282
metalign_precise	na	Unweighted UniFrac error	CAMI_HIGH_S003	9723.399883609
metalign_sensitve	class	Bray-Curtis distance	CAMI_HIGH_S003	0.14249632659225783
metalign_sensitve	family	Bray-Curtis distance	CAMI_HIGH_S003	0.21556538251972088
metalign_sensitve	genus	Bray-Curtis distance	CAMI_HIGH_S003	0.31749207652008615
metalign_sensitve	order	Bray-Curtis distance	CAMI_HIGH_S003	0.4111309693548951
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_HIGH_S003	0.09097231090309793
metalign_sensitve	species	Bray-Curtis distance	CAMI_HIGH_S003	0.8864950376999442
metalign_sensitve	strain	Bray-Curtis distance	CAMI_HIGH_S003	0.9651016197429009
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_HIGH_S003	0.02574790415139818
metalign_sensitve	superkingdom	Shannon diversity	CAMI_HIGH_S003	0.1564043229090698
metalign_sensitve	superkingdom	Shannon equitability	CAMI_HIGH_S003	0.11282187051725555
metalign_sensitve	phylum	Shannon diversity	CAMI_HIGH_S003	1.2048302595481404
metalign_sensitve	phylum	Shannon equitability	CAMI_HIGH_S003	0.3791094562473886
metalign_sensitve	class	Shannon diversity	CAMI_HIGH_S003	2.055556713595158
metalign_sensitve	class	Shannon equitability	CAMI_HIGH_S003	0.530986819801713
metalign_sensitve	order	Shannon diversity	CAMI_HIGH_S003	2.9633054197967357
metalign_sensitve	order	Shannon equitability	CAMI_HIGH_S003	0.636727689288637
metalign_sensitve	family	Shannon diversity	CAMI_HIGH_S003	3.6577626634712326
metalign_sensitve	family	Shannon equitability	CAMI_HIGH_S003	0.6884285453828564
metalign_sensitve	genus	Shannon diversity	CAMI_HIGH_S003	4.617723091827272
metalign_sensitve	genus	Shannon equitability	CAMI_HIGH_S003	0.6921013624443616
metalign_sensitve	species	Shannon diversity	CAMI_HIGH_S003	7.362681773838613
metalign_sensitve	species	Shannon equitability	CAMI_HIGH_S003	0.834481762919492
metalign_sensitve	strain	Shannon diversity	CAMI_HIGH_S003	7.3626817738386015
metalign_sensitve	strain	Shannon equitability	CAMI_HIGH_S003	0.8344817629194907
metalign_sensitve	order	F1 score	CAMI_HIGH_S003	0.5379310344827586
metalign_sensitve	order	False negatives	CAMI_HIGH_S003	1.0
metalign_sensitve	order	False positives	CAMI_HIGH_S003	66.0
metalign_sensitve	order	Jaccard index	CAMI_HIGH_S003	0.36792452830188677
metalign_sensitve	order	Taxon counts	CAMI_HIGH_S003	105.0
metalign_sensitve	order	Purity (precision)	CAMI_HIGH_S003	0.37142857142857144
metalign_sensitve	order	Completeness (recall)	CAMI_HIGH_S003	0.975
metalign_sensitve	order	True positives	CAMI_HIGH_S003	39.0
metalign_sensitve	superkingdom	F1 score	CAMI_HIGH_S003	0.6666666666666666
metalign_sensitve	superkingdom	False negatives	CAMI_HIGH_S003	0.0
metalign_sensitve	superkingdom	False positives	CAMI_HIGH_S003	2.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_HIGH_S003	0.5
metalign_sensitve	superkingdom	Taxon counts	CAMI_HIGH_S003	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_HIGH_S003	0.5
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_HIGH_S003	1.0
metalign_sensitve	superkingdom	True positives	CAMI_HIGH_S003	2.0
metalign_sensitve	phylum	F1 score	CAMI_HIGH_S003	0.611111111111111
metalign_sensitve	phylum	False negatives	CAMI_HIGH_S003	1.0
metalign_sensitve	phylum	False positives	CAMI_HIGH_S003	13.0
metalign_sensitve	phylum	Jaccard index	CAMI_HIGH_S003	0.44
metalign_sensitve	phylum	Taxon counts	CAMI_HIGH_S003	24.0
metalign_sensitve	phylum	Purity (precision)	CAMI_HIGH_S003	0.4583333333333333
metalign_sensitve	phylum	Completeness (recall)	CAMI_HIGH_S003	0.9166666666666666
metalign_sensitve	phylum	True positives	CAMI_HIGH_S003	11.0
metalign_sensitve	species	F1 score	CAMI_HIGH_S003	0.045790671217292384
metalign_sensitve	species	False negatives	CAMI_HIGH_S003	82.0
metalign_sensitve	species	False positives	CAMI_HIGH_S003	6628.0
metalign_sensitve	species	Jaccard index	CAMI_HIGH_S003	0.023431814874108572
metalign_sensitve	species	Taxon counts	CAMI_HIGH_S003	6789.0
metalign_sensitve	species	Purity (precision)	CAMI_HIGH_S003	0.02371483281779349
metalign_sensitve	species	Completeness (recall)	CAMI_HIGH_S003	0.6625514403292181
metalign_sensitve	species	True positives	CAMI_HIGH_S003	161.0
metalign_sensitve	class	F1 score	CAMI_HIGH_S003	0.5797101449275361
metalign_sensitve	class	False negatives	CAMI_HIGH_S003	1.0
metalign_sensitve	class	False positives	CAMI_HIGH_S003	28.0
metalign_sensitve	class	Jaccard index	CAMI_HIGH_S003	0.40816326530612246
metalign_sensitve	class	Taxon counts	CAMI_HIGH_S003	48.0
metalign_sensitve	class	Purity (precision)	CAMI_HIGH_S003	0.4166666666666667
metalign_sensitve	class	Completeness (recall)	CAMI_HIGH_S003	0.9523809523809523
metalign_sensitve	class	True positives	CAMI_HIGH_S003	20.0
metalign_sensitve	family	F1 score	CAMI_HIGH_S003	0.563573883161512
metalign_sensitve	family	False negatives	CAMI_HIGH_S003	6.0
metalign_sensitve	family	False positives	CAMI_HIGH_S003	121.0
metalign_sensitve	family	Jaccard index	CAMI_HIGH_S003	0.3923444976076555
metalign_sensitve	family	Taxon counts	CAMI_HIGH_S003	203.0
metalign_sensitve	family	Purity (precision)	CAMI_HIGH_S003	0.4039408866995074
metalign_sensitve	family	Completeness (recall)	CAMI_HIGH_S003	0.9318181818181818
metalign_sensitve	family	True positives	CAMI_HIGH_S003	82.0
metalign_sensitve	genus	F1 score	CAMI_HIGH_S003	0.36991869918699183
metalign_sensitve	genus	False negatives	CAMI_HIGH_S003	12.0
metalign_sensitve	genus	False positives	CAMI_HIGH_S003	608.0
metalign_sensitve	genus	Jaccard index	CAMI_HIGH_S003	0.22693266832917705
metalign_sensitve	genus	Taxon counts	CAMI_HIGH_S003	790.0
metalign_sensitve	genus	Purity (precision)	CAMI_HIGH_S003	0.23037974683544304
metalign_sensitve	genus	Completeness (recall)	CAMI_HIGH_S003	0.9381443298969072
metalign_sensitve	genus	True positives	CAMI_HIGH_S003	182.0
metalign_sensitve	strain	F1 score	CAMI_HIGH_S003	0.015006994785705201
metalign_sensitve	strain	False negatives	CAMI_HIGH_S003	1015.0
metalign_sensitve	strain	False positives	CAMI_HIGH_S003	6730.0
metalign_sensitve	strain	Jaccard index	CAMI_HIGH_S003	0.007560225525371604
metalign_sensitve	strain	Taxon counts	CAMI_HIGH_S003	6789.0
metalign_sensitve	strain	Purity (precision)	CAMI_HIGH_S003	0.008690528796582707
metalign_sensitve	strain	Completeness (recall)	CAMI_HIGH_S003	0.05493482309124767
metalign_sensitve	strain	True positives	CAMI_HIGH_S003	59.0
metalign_sensitve	class	L1 norm error	CAMI_HIGH_S003	0.2849926531845156
metalign_sensitve	family	L1 norm error	CAMI_HIGH_S003	0.4311307650394417
