tool	rank	metric	sample	value
metalign_precise	strain	Jaccard index	CAMI_HIGH_S001	0.02039274924471299
metalign_precise	strain	Taxon counts	CAMI_HIGH_S001	277.0
metalign_precise	strain	Purity (precision)	CAMI_HIGH_S001	0.09747292418772563
metalign_precise	strain	Completeness (recall)	CAMI_HIGH_S001	0.025139664804469275
metalign_precise	strain	True positives	CAMI_HIGH_S001	27.0
metalign_precise	phylum	F1 score	CAMI_HIGH_S001	0.8
metalign_precise	phylum	False negatives	CAMI_HIGH_S001	4.0
metalign_precise	phylum	False positives	CAMI_HIGH_S001	0.0
metalign_precise	phylum	Jaccard index	CAMI_HIGH_S001	0.6666666666666666
metalign_precise	phylum	Taxon counts	CAMI_HIGH_S001	8.0
metalign_precise	phylum	Purity (precision)	CAMI_HIGH_S001	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_HIGH_S001	0.6666666666666666
metalign_precise	phylum	True positives	CAMI_HIGH_S001	8.0
metalign_precise	class	F1 score	CAMI_HIGH_S001	0.8
metalign_precise	class	False negatives	CAMI_HIGH_S001	5.0
metalign_precise	class	False positives	CAMI_HIGH_S001	3.0
metalign_precise	class	Jaccard index	CAMI_HIGH_S001	0.6666666666666666
metalign_precise	class	Taxon counts	CAMI_HIGH_S001	19.0
metalign_precise	class	Purity (precision)	CAMI_HIGH_S001	0.8421052631578947
metalign_precise	class	Completeness (recall)	CAMI_HIGH_S001	0.7619047619047619
metalign_precise	class	True positives	CAMI_HIGH_S001	16.0
metalign_precise	species	F1 score	CAMI_HIGH_S001	0.2615384615384615
metalign_precise	species	False negatives	CAMI_HIGH_S001	175.0
metalign_precise	species	False positives	CAMI_HIGH_S001	209.0
metalign_precise	species	Jaccard index	CAMI_HIGH_S001	0.1504424778761062
metalign_precise	species	Taxon counts	CAMI_HIGH_S001	277.0
metalign_precise	species	Purity (precision)	CAMI_HIGH_S001	0.24548736462093862
metalign_precise	species	Completeness (recall)	CAMI_HIGH_S001	0.27983539094650206
metalign_precise	species	True positives	CAMI_HIGH_S001	68.0
metalign_precise	class	L1 norm error	CAMI_HIGH_S001	0.16147771733140381
metalign_precise	family	L1 norm error	CAMI_HIGH_S001	0.31134180939938966
metalign_precise	genus	L1 norm error	CAMI_HIGH_S001	0.43483985315170054
metalign_precise	order	L1 norm error	CAMI_HIGH_S001	0.6813706732483348
metalign_precise	phylum	L1 norm error	CAMI_HIGH_S001	0.09195088609685813
metalign_precise	species	L1 norm error	CAMI_HIGH_S001	1.8211151585396146
metalign_precise	strain	L1 norm error	CAMI_HIGH_S001	1.942147479327314
metalign_precise	superkingdom	L1 norm error	CAMI_HIGH_S001	0.016675751796261018
metalign_precise	na	Weighted UniFrac error	CAMI_HIGH_S001	8.731291310947514
metalign_precise	na	Unweighted UniFrac error	CAMI_HIGH_S001	9803.370278556185
metalign_sensitve	class	Bray-Curtis distance	CAMI_HIGH_S001	0.12293451971118902
metalign_sensitve	family	Bray-Curtis distance	CAMI_HIGH_S001	0.21556766536398525
metalign_sensitve	genus	Bray-Curtis distance	CAMI_HIGH_S001	0.2876376211825159
metalign_sensitve	order	Bray-Curtis distance	CAMI_HIGH_S001	0.4013334157071218
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_HIGH_S001	0.08167892393126135
metalign_sensitve	species	Bray-Curtis distance	CAMI_HIGH_S001	0.891256068368967
metalign_sensitve	strain	Bray-Curtis distance	CAMI_HIGH_S001	0.964556487709344
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_HIGH_S001	0.02578300784845712
metalign_sensitve	superkingdom	Shannon diversity	CAMI_HIGH_S001	0.14471387531909147
metalign_sensitve	superkingdom	Shannon equitability	CAMI_HIGH_S001	0.10438899513533852
metalign_sensitve	phylum	Shannon diversity	CAMI_HIGH_S001	1.1748954340903384
metalign_sensitve	phylum	Shannon equitability	CAMI_HIGH_S001	0.37470821286212397
metalign_sensitve	class	Shannon diversity	CAMI_HIGH_S001	2.0169141334633722
metalign_sensitve	class	Shannon equitability	CAMI_HIGH_S001	0.5329844242966757
metalign_sensitve	order	Shannon diversity	CAMI_HIGH_S001	2.8923874339011015
metalign_sensitve	order	Shannon equitability	CAMI_HIGH_S001	0.6336912331333221
metalign_sensitve	family	Shannon diversity	CAMI_HIGH_S001	3.6449388474199993
metalign_sensitve	family	Shannon equitability	CAMI_HIGH_S001	0.6953671813897195
metalign_sensitve	genus	Shannon diversity	CAMI_HIGH_S001	4.552012159687616
metalign_sensitve	genus	Shannon equitability	CAMI_HIGH_S001	0.6885828858104703
metalign_sensitve	species	Shannon diversity	CAMI_HIGH_S001	7.145680401646501
metalign_sensitve	species	Shannon equitability	CAMI_HIGH_S001	0.8198615348497632
metalign_sensitve	strain	Shannon diversity	CAMI_HIGH_S001	7.1456804016465085
metalign_sensitve	strain	Shannon equitability	CAMI_HIGH_S001	0.819861534849764
metalign_sensitve	superkingdom	F1 score	CAMI_HIGH_S001	0.6666666666666666
metalign_sensitve	superkingdom	False negatives	CAMI_HIGH_S001	0.0
metalign_sensitve	superkingdom	False positives	CAMI_HIGH_S001	2.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_HIGH_S001	0.5
metalign_sensitve	superkingdom	Taxon counts	CAMI_HIGH_S001	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_HIGH_S001	0.5
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_HIGH_S001	1.0
metalign_sensitve	superkingdom	True positives	CAMI_HIGH_S001	2.0
metalign_sensitve	genus	F1 score	CAMI_HIGH_S001	0.3863393810032017
metalign_sensitve	genus	False negatives	CAMI_HIGH_S001	13.0
metalign_sensitve	genus	False positives	CAMI_HIGH_S001	562.0
metalign_sensitve	genus	Jaccard index	CAMI_HIGH_S001	0.23941798941798942
metalign_sensitve	genus	Taxon counts	CAMI_HIGH_S001	743.0
metalign_sensitve	genus	Purity (precision)	CAMI_HIGH_S001	0.24360699865410498
metalign_sensitve	genus	Completeness (recall)	CAMI_HIGH_S001	0.9329896907216495
metalign_sensitve	genus	True positives	CAMI_HIGH_S001	181.0
metalign_sensitve	order	F1 score	CAMI_HIGH_S001	0.5735294117647058
metalign_sensitve	order	False negatives	CAMI_HIGH_S001	1.0
metalign_sensitve	order	False positives	CAMI_HIGH_S001	57.0
metalign_sensitve	order	Jaccard index	CAMI_HIGH_S001	0.4020618556701031
metalign_sensitve	order	Taxon counts	CAMI_HIGH_S001	96.0
metalign_sensitve	order	Purity (precision)	CAMI_HIGH_S001	0.40625
metalign_sensitve	order	Completeness (recall)	CAMI_HIGH_S001	0.975
metalign_sensitve	order	True positives	CAMI_HIGH_S001	39.0
metalign_sensitve	family	F1 score	CAMI_HIGH_S001	0.5848375451263538
metalign_sensitve	family	False negatives	CAMI_HIGH_S001	7.0
metalign_sensitve	family	False positives	CAMI_HIGH_S001	108.0
metalign_sensitve	family	Jaccard index	CAMI_HIGH_S001	0.413265306122449
metalign_sensitve	family	Taxon counts	CAMI_HIGH_S001	189.0
metalign_sensitve	family	Purity (precision)	CAMI_HIGH_S001	0.42857142857142855
metalign_sensitve	family	Completeness (recall)	CAMI_HIGH_S001	0.9204545454545454
metalign_sensitve	family	True positives	CAMI_HIGH_S001	81.0
metalign_sensitve	strain	F1 score	CAMI_HIGH_S001	0.016731734523145567
metalign_sensitve	strain	False negatives	CAMI_HIGH_S001	1014.0
metalign_sensitve	strain	False positives	CAMI_HIGH_S001	6038.0
metalign_sensitve	strain	Jaccard index	CAMI_HIGH_S001	0.00843644544431946
metalign_sensitve	strain	Taxon counts	CAMI_HIGH_S001	6098.0
metalign_sensitve	strain	Purity (precision)	CAMI_HIGH_S001	0.009839291571006888
metalign_sensitve	strain	Completeness (recall)	CAMI_HIGH_S001	0.055865921787709494
metalign_sensitve	strain	True positives	CAMI_HIGH_S001	60.0
metalign_sensitve	phylum	F1 score	CAMI_HIGH_S001	0.6285714285714286
metalign_sensitve	phylum	False negatives	CAMI_HIGH_S001	1.0
metalign_sensitve	phylum	False positives	CAMI_HIGH_S001	12.0
metalign_sensitve	phylum	Jaccard index	CAMI_HIGH_S001	0.4583333333333333
metalign_sensitve	phylum	Taxon counts	CAMI_HIGH_S001	23.0
metalign_sensitve	phylum	Purity (precision)	CAMI_HIGH_S001	0.4782608695652174
metalign_sensitve	phylum	Completeness (recall)	CAMI_HIGH_S001	0.9166666666666666
metalign_sensitve	phylum	True positives	CAMI_HIGH_S001	11.0
metalign_sensitve	class	F1 score	CAMI_HIGH_S001	0.6153846153846153
metalign_sensitve	class	False negatives	CAMI_HIGH_S001	1.0
metalign_sensitve	class	False positives	CAMI_HIGH_S001	24.0
metalign_sensitve	class	Jaccard index	CAMI_HIGH_S001	0.4444444444444444
metalign_sensitve	class	Taxon counts	CAMI_HIGH_S001	44.0
metalign_sensitve	class	Purity (precision)	CAMI_HIGH_S001	0.45454545454545453
metalign_sensitve	class	Completeness (recall)	CAMI_HIGH_S001	0.9523809523809523
metalign_sensitve	class	True positives	CAMI_HIGH_S001	20.0
metalign_sensitve	species	F1 score	CAMI_HIGH_S001	0.0510960416338117
metalign_sensitve	species	False negatives	CAMI_HIGH_S001	81.0
metalign_sensitve	species	False positives	CAMI_HIGH_S001	5936.0
metalign_sensitve	species	Jaccard index	CAMI_HIGH_S001	0.026217834601068135
metalign_sensitve	species	Taxon counts	CAMI_HIGH_S001	6098.0
metalign_sensitve	species	Purity (precision)	CAMI_HIGH_S001	0.026566087241718595
metalign_sensitve	species	Completeness (recall)	CAMI_HIGH_S001	0.6666666666666666
metalign_sensitve	species	True positives	CAMI_HIGH_S001	162.0
metalign_sensitve	class	L1 norm error	CAMI_HIGH_S001	0.24586903942237825
metalign_sensitve	family	L1 norm error	CAMI_HIGH_S001	0.4311353307279706
