tool	rank	metric	sample	value
metalign_default	genus	Completeness (recall)	CAMI_MED_S001	0.676056338028169
metalign_default	genus	True positives	CAMI_MED_S001	48.0
metalign_default	phylum	F1 score	CAMI_MED_S001	0.9090909090909091
metalign_default	phylum	False negatives	CAMI_MED_S001	1.0
metalign_default	phylum	False positives	CAMI_MED_S001	0.0
metalign_default	phylum	Jaccard index	CAMI_MED_S001	0.8333333333333334
metalign_default	phylum	Taxon counts	CAMI_MED_S001	5.0
metalign_default	phylum	Purity (precision)	CAMI_MED_S001	1.0
metalign_default	phylum	Completeness (recall)	CAMI_MED_S001	0.8333333333333334
metalign_default	phylum	True positives	CAMI_MED_S001	5.0
metalign_default	class	F1 score	CAMI_MED_S001	0.8571428571428571
metalign_default	class	False negatives	CAMI_MED_S001	3.0
metalign_default	class	False positives	CAMI_MED_S001	1.0
metalign_default	class	Jaccard index	CAMI_MED_S001	0.75
metalign_default	class	Taxon counts	CAMI_MED_S001	13.0
metalign_default	class	Purity (precision)	CAMI_MED_S001	0.9230769230769231
metalign_default	class	Completeness (recall)	CAMI_MED_S001	0.8
metalign_default	class	True positives	CAMI_MED_S001	12.0
metalign_default	strain	F1 score	CAMI_MED_S001	0.044354838709677415
metalign_default	strain	False negatives	CAMI_MED_S001	221.0
metalign_default	strain	False positives	CAMI_MED_S001	253.0
metalign_default	strain	Jaccard index	CAMI_MED_S001	0.02268041237113402
metalign_default	strain	Taxon counts	CAMI_MED_S001	264.0
metalign_default	strain	Purity (precision)	CAMI_MED_S001	0.041666666666666664
metalign_default	strain	Completeness (recall)	CAMI_MED_S001	0.04741379310344827
metalign_default	strain	True positives	CAMI_MED_S001	11.0
metalign_default	superkingdom	F1 score	CAMI_MED_S001	1.0
metalign_default	superkingdom	False negatives	CAMI_MED_S001	0.0
metalign_default	superkingdom	False positives	CAMI_MED_S001	0.0
metalign_default	superkingdom	Jaccard index	CAMI_MED_S001	1.0
metalign_default	superkingdom	Taxon counts	CAMI_MED_S001	3.0
metalign_default	superkingdom	Purity (precision)	CAMI_MED_S001	1.0
metalign_default	superkingdom	Completeness (recall)	CAMI_MED_S001	1.0
metalign_default	superkingdom	True positives	CAMI_MED_S001	3.0
metalign_default	family	F1 score	CAMI_MED_S001	0.8043478260869565
metalign_default	family	False negatives	CAMI_MED_S001	16.0
metalign_default	family	False positives	CAMI_MED_S001	2.0
metalign_default	family	Jaccard index	CAMI_MED_S001	0.6727272727272727
metalign_default	family	Taxon counts	CAMI_MED_S001	39.0
metalign_default	family	Purity (precision)	CAMI_MED_S001	0.9487179487179487
metalign_default	family	Completeness (recall)	CAMI_MED_S001	0.6981132075471698
metalign_default	family	True positives	CAMI_MED_S001	37.0
metalign_default	order	F1 score	CAMI_MED_S001	0.7169811320754716
metalign_default	order	False negatives	CAMI_MED_S001	10.0
metalign_default	order	False positives	CAMI_MED_S001	5.0
metalign_default	order	Jaccard index	CAMI_MED_S001	0.5588235294117647
metalign_default	order	Taxon counts	CAMI_MED_S001	24.0
metalign_default	order	Purity (precision)	CAMI_MED_S001	0.7916666666666666
metalign_default	order	Completeness (recall)	CAMI_MED_S001	0.6551724137931034
metalign_default	order	True positives	CAMI_MED_S001	19.0
metalign_default	class	L1 norm error	CAMI_MED_S001	0.21038361761896027
metalign_default	family	L1 norm error	CAMI_MED_S001	0.48443166602301174
metalign_default	genus	L1 norm error	CAMI_MED_S001	0.903850512914812
metalign_default	order	L1 norm error	CAMI_MED_S001	0.6412940046871667
metalign_default	phylum	L1 norm error	CAMI_MED_S001	0.12250140773594408
metalign_default	species	L1 norm error	CAMI_MED_S001	1.6714477837262323
metalign_default	strain	L1 norm error	CAMI_MED_S001	1.9666680666638667
metalign_default	superkingdom	L1 norm error	CAMI_MED_S001	0.7132254594662775
metalign_default	na	Weighted UniFrac error	CAMI_MED_S001	9.768873093197554
metalign_default	na	Unweighted UniFrac error	CAMI_MED_S001	2762.3207487077802
metalign_precise	class	Bray-Curtis distance	CAMI_MED_S001	0.10549107379814267
metalign_precise	family	Bray-Curtis distance	CAMI_MED_S001	0.24333017796605003
metalign_precise	genus	Bray-Curtis distance	CAMI_MED_S001	0.45378297162407905
metalign_precise	order	Bray-Curtis distance	CAMI_MED_S001	0.3214954347649474
metalign_precise	phylum	Bray-Curtis distance	CAMI_MED_S001	0.061827453470126484
metalign_precise	species	Bray-Curtis distance	CAMI_MED_S001	0.8377500307269623
metalign_precise	strain	Bray-Curtis distance	CAMI_MED_S001	0.9846100307799385
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_MED_S001	0.3580493291493446
metalign_precise	superkingdom	Shannon diversity	CAMI_MED_S001	0.0
metalign_precise	superkingdom	Shannon equitability	CAMI_MED_S001	0.0
metalign_precise	phylum	Shannon diversity	CAMI_MED_S001	0.9149741262053428
metalign_precise	phylum	Shannon equitability	CAMI_MED_S001	0.6600143172090803
metalign_precise	class	Shannon diversity	CAMI_MED_S001	1.5185206586327897
metalign_precise	class	Shannon equitability	CAMI_MED_S001	0.6332723016967539
metalign_precise	order	Shannon diversity	CAMI_MED_S001	2.156001895995462
metalign_precise	order	Shannon equitability	CAMI_MED_S001	0.697499930372369
metalign_precise	family	Shannon diversity	CAMI_MED_S001	2.816417194061458
metalign_precise	family	Shannon equitability	CAMI_MED_S001	0.7986753408793958
metalign_precise	genus	Shannon diversity	CAMI_MED_S001	3.082300574875025
metalign_precise	genus	Shannon equitability	CAMI_MED_S001	0.7919945780568025
metalign_precise	species	Shannon diversity	CAMI_MED_S001	3.370848889488612
metalign_precise	species	Shannon equitability	CAMI_MED_S001	0.8016873513995102
metalign_precise	strain	Shannon diversity	CAMI_MED_S001	3.3708488894886104
metalign_precise	strain	Shannon equitability	CAMI_MED_S001	0.8016873513995098
metalign_precise	species	F1 score	CAMI_MED_S001	0.41726618705035967
metalign_precise	species	False negatives	CAMI_MED_S001	43.0
metalign_precise	species	False positives	CAMI_MED_S001	38.0
metalign_precise	species	Jaccard index	CAMI_MED_S001	0.2636363636363636
metalign_precise	species	Taxon counts	CAMI_MED_S001	67.0
metalign_precise	species	Purity (precision)	CAMI_MED_S001	0.43283582089552236
metalign_precise	species	Completeness (recall)	CAMI_MED_S001	0.4027777777777778
metalign_precise	species	True positives	CAMI_MED_S001	29.0
metalign_precise	genus	F1 score	CAMI_MED_S001	0.6833333333333335
metalign_precise	genus	False negatives	CAMI_MED_S001	30.0
metalign_precise	genus	False positives	CAMI_MED_S001	8.0
metalign_precise	genus	Jaccard index	CAMI_MED_S001	0.5189873417721519
metalign_precise	genus	Taxon counts	CAMI_MED_S001	49.0
metalign_precise	genus	Purity (precision)	CAMI_MED_S001	0.8367346938775511
metalign_precise	genus	Completeness (recall)	CAMI_MED_S001	0.5774647887323944
metalign_precise	genus	True positives	CAMI_MED_S001	41.0
metalign_precise	phylum	F1 score	CAMI_MED_S001	0.8
metalign_precise	phylum	False negatives	CAMI_MED_S001	2.0
metalign_precise	phylum	False positives	CAMI_MED_S001	0.0
metalign_precise	phylum	Jaccard index	CAMI_MED_S001	0.6666666666666666
metalign_precise	phylum	Taxon counts	CAMI_MED_S001	4.0
metalign_precise	phylum	Purity (precision)	CAMI_MED_S001	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_MED_S001	0.6666666666666666
metalign_precise	phylum	True positives	CAMI_MED_S001	4.0
metalign_precise	class	F1 score	CAMI_MED_S001	0.7692307692307692
metalign_precise	class	False negatives	CAMI_MED_S001	5.0
metalign_precise	class	False positives	CAMI_MED_S001	1.0
metalign_precise	class	Jaccard index	CAMI_MED_S001	0.625
metalign_precise	class	Taxon counts	CAMI_MED_S001	11.0
metalign_precise	class	Purity (precision)	CAMI_MED_S001	0.9090909090909091
metalign_precise	class	Completeness (recall)	CAMI_MED_S001	0.6666666666666666
metalign_precise	class	True positives	CAMI_MED_S001	10.0
metalign_precise	strain	F1 score	CAMI_MED_S001	0.046822742474916385
metalign_precise	strain	False negatives	CAMI_MED_S001	225.0
metalign_precise	strain	False positives	CAMI_MED_S001	60.0
metalign_precise	strain	Jaccard index	CAMI_MED_S001	0.023972602739726026
metalign_precise	strain	Taxon counts	CAMI_MED_S001	67.0
metalign_precise	strain	Purity (precision)	CAMI_MED_S001	0.1044776119402985
metalign_precise	strain	Completeness (recall)	CAMI_MED_S001	0.03017241379310345
metalign_precise	strain	True positives	CAMI_MED_S001	7.0
metalign_precise	superkingdom	F1 score	CAMI_MED_S001	0.5
metalign_precise	superkingdom	False negatives	CAMI_MED_S001	2.0
metalign_precise	superkingdom	False positives	CAMI_MED_S001	0.0
metalign_precise	superkingdom	Jaccard index	CAMI_MED_S001	0.3333333333333333
metalign_precise	superkingdom	Taxon counts	CAMI_MED_S001	1.0
metalign_precise	superkingdom	Purity (precision)	CAMI_MED_S001	1.0
metalign_precise	superkingdom	Completeness (recall)	CAMI_MED_S001	0.3333333333333333
metalign_precise	superkingdom	True positives	CAMI_MED_S001	1.0
metalign_precise	family	F1 score	CAMI_MED_S001	0.7586206896551724
metalign_precise	family	False negatives	CAMI_MED_S001	20.0
metalign_precise	family	False positives	CAMI_MED_S001	1.0
metalign_precise	family	Jaccard index	CAMI_MED_S001	0.6111111111111112
metalign_precise	family	Taxon counts	CAMI_MED_S001	34.0
metalign_precise	family	Purity (precision)	CAMI_MED_S001	0.9705882352941176
metalign_precise	family	Completeness (recall)	CAMI_MED_S001	0.6226415094339622
metalign_precise	family	True positives	CAMI_MED_S001	33.0
metalign_precise	order	F1 score	CAMI_MED_S001	0.6666666666666667
metalign_precise	order	False negatives	CAMI_MED_S001	12.0
metalign_precise	order	False positives	CAMI_MED_S001	5.0
metalign_precise	order	Jaccard index	CAMI_MED_S001	0.5
metalign_precise	order	Taxon counts	CAMI_MED_S001	22.0
metalign_precise	order	Purity (precision)	CAMI_MED_S001	0.7727272727272727
metalign_precise	order	Completeness (recall)	CAMI_MED_S001	0.5862068965517241
metalign_precise	order	True positives	CAMI_MED_S001	17.0
metalign_precise	class	L1 norm error	CAMI_MED_S001	0.21098214759628525
metalign_precise	family	L1 norm error	CAMI_MED_S001	0.4866603559321
metalign_precise	genus	L1 norm error	CAMI_MED_S001	0.9075659432481575
metalign_precise	order	L1 norm error	CAMI_MED_S001	0.6429908695298948
metalign_precise	phylum	L1 norm error	CAMI_MED_S001	0.12365490694025297
metalign_precise	species	L1 norm error	CAMI_MED_S001	1.6755000614539244
metalign_precise	strain	L1 norm error	CAMI_MED_S001	1.9692200615598765
metalign_precise	superkingdom	L1 norm error	CAMI_MED_S001	0.7160986582986892
metalign_precise	na	Weighted UniFrac error	CAMI_MED_S001	9.788096202506068
metalign_precise	na	Unweighted UniFrac error	CAMI_MED_S001	2298.0952956231317
metalign_sensitve	class	Bray-Curtis distance	CAMI_MED_S001	0.13208914159863203
metalign_sensitve	family	Bray-Curtis distance	CAMI_MED_S001	0.27174361729708607
metalign_sensitve	genus	Bray-Curtis distance	CAMI_MED_S001	0.4820943285634035
metalign_sensitve	order	Bray-Curtis distance	CAMI_MED_S001	0.33233007821853744
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_MED_S001	0.09262959030527519
metalign_sensitve	species	Bray-Curtis distance	CAMI_MED_S001	0.8458819771507515
metalign_sensitve	strain	Bray-Curtis distance	CAMI_MED_S001	0.9831771241325205
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_MED_S001	0.3568784435006991
metalign_sensitve	superkingdom	Shannon diversity	CAMI_MED_S001	0.012107361119536628
metalign_sensitve	superkingdom	Shannon equitability	CAMI_MED_S001	0.008733614922703671
metalign_sensitve	phylum	Shannon diversity	CAMI_MED_S001	0.8950367497112268
metalign_sensitve	phylum	Shannon equitability	CAMI_MED_S001	0.3096614638812772
metalign_sensitve	class	Shannon diversity	CAMI_MED_S001	1.4748816937029607
metalign_sensitve	class	Shannon equitability	CAMI_MED_S001	0.4084506292813856
metalign_sensitve	order	Shannon diversity	CAMI_MED_S001	2.1727093143155143
metalign_sensitve	order	Shannon equitability	CAMI_MED_S001	0.5032345792692688
metalign_sensitve	family	Shannon diversity	CAMI_MED_S001	2.8989156540835985
metalign_sensitve	family	Shannon equitability	CAMI_MED_S001	0.5824936201376185
metalign_sensitve	genus	Shannon diversity	CAMI_MED_S001	3.4814536853313034
metalign_sensitve	genus	Shannon equitability	CAMI_MED_S001	0.5728296510281061
metalign_sensitve	species	Shannon diversity	CAMI_MED_S001	4.840036414879281
metalign_sensitve	species	Shannon equitability	CAMI_MED_S001	0.6291833075693922
metalign_sensitve	strain	Shannon diversity	CAMI_MED_S001	4.840036414879275
metalign_sensitve	strain	Shannon equitability	CAMI_MED_S001	0.6291833075693916
metalign_sensitve	species	F1 score	CAMI_MED_S001	0.04593639575971731
metalign_sensitve	species	False negatives	CAMI_MED_S001	20.0
metalign_sensitve	species	False positives	CAMI_MED_S001	2140.0
metalign_sensitve	species	Jaccard index	CAMI_MED_S001	0.023508137432188065
metalign_sensitve	species	Taxon counts	CAMI_MED_S001	2192.0
metalign_sensitve	species	Purity (precision)	CAMI_MED_S001	0.023722627737226276
metalign_sensitve	species	Completeness (recall)	CAMI_MED_S001	0.7222222222222222
metalign_sensitve	species	True positives	CAMI_MED_S001	52.0
metalign_sensitve	genus	F1 score	CAMI_MED_S001	0.252465483234714
metalign_sensitve	genus	False negatives	CAMI_MED_S001	7.0
metalign_sensitve	genus	False positives	CAMI_MED_S001	372.0
metalign_sensitve	genus	Jaccard index	CAMI_MED_S001	0.14446952595936793
metalign_sensitve	genus	Taxon counts	CAMI_MED_S001	436.0
metalign_sensitve	genus	Purity (precision)	CAMI_MED_S001	0.14678899082568808
metalign_sensitve	genus	Completeness (recall)	CAMI_MED_S001	0.9014084507042254
metalign_sensitve	genus	True positives	CAMI_MED_S001	64.0
metalign_sensitve	phylum	F1 score	CAMI_MED_S001	0.5
metalign_sensitve	phylum	False negatives	CAMI_MED_S001	0.0
metalign_sensitve	phylum	False positives	CAMI_MED_S001	12.0
metalign_sensitve	phylum	Jaccard index	CAMI_MED_S001	0.3333333333333333
metalign_sensitve	phylum	Taxon counts	CAMI_MED_S001	18.0
metalign_sensitve	phylum	Purity (precision)	CAMI_MED_S001	0.3333333333333333
metalign_sensitve	phylum	Completeness (recall)	CAMI_MED_S001	1.0
metalign_sensitve	phylum	True positives	CAMI_MED_S001	6.0
metalign_sensitve	class	F1 score	CAMI_MED_S001	0.5769230769230769
metalign_sensitve	class	False negatives	CAMI_MED_S001	0.0
metalign_sensitve	class	False positives	CAMI_MED_S001	22.0
metalign_sensitve	class	Jaccard index	CAMI_MED_S001	0.40540540540540543
metalign_sensitve	class	Taxon counts	CAMI_MED_S001	37.0
metalign_sensitve	class	Purity (precision)	CAMI_MED_S001	0.40540540540540543
metalign_sensitve	class	Completeness (recall)	CAMI_MED_S001	1.0
metalign_sensitve	class	True positives	CAMI_MED_S001	15.0
metalign_sensitve	strain	F1 score	CAMI_MED_S001	0.011551155115511552
metalign_sensitve	strain	False negatives	CAMI_MED_S001	218.0
metalign_sensitve	strain	False positives	CAMI_MED_S001	2178.0
metalign_sensitve	strain	Jaccard index	CAMI_MED_S001	0.005809128630705394
metalign_sensitve	strain	Taxon counts	CAMI_MED_S001	2192.0
metalign_sensitve	strain	Purity (precision)	CAMI_MED_S001	0.006386861313868613
metalign_sensitve	strain	Completeness (recall)	CAMI_MED_S001	0.0603448275862069
metalign_sensitve	strain	True positives	CAMI_MED_S001	14.0
metalign_sensitve	superkingdom	F1 score	CAMI_MED_S001	0.8571428571428571
metalign_sensitve	superkingdom	False negatives	CAMI_MED_S001	0.0
metalign_sensitve	superkingdom	False positives	CAMI_MED_S001	1.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_MED_S001	0.75
metalign_sensitve	superkingdom	Taxon counts	CAMI_MED_S001	4.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_MED_S001	0.75
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_MED_S001	1.0
metalign_sensitve	superkingdom	True positives	CAMI_MED_S001	3.0
metalign_sensitve	family	F1 score	CAMI_MED_S001	0.5252525252525252
metalign_sensitve	family	False negatives	CAMI_MED_S001	1.0
metalign_sensitve	family	False positives	CAMI_MED_S001	93.0
metalign_sensitve	family	Jaccard index	CAMI_MED_S001	0.3561643835616438
metalign_sensitve	family	Taxon counts	CAMI_MED_S001	145.0
metalign_sensitve	family	Purity (precision)	CAMI_MED_S001	0.3586206896551724
metalign_sensitve	family	Completeness (recall)	CAMI_MED_S001	0.9811320754716981
metalign_sensitve	family	True positives	CAMI_MED_S001	52.0
metalign_sensitve	order	F1 score	CAMI_MED_S001	0.5384615384615384
metalign_sensitve	order	False negatives	CAMI_MED_S001	1.0
metalign_sensitve	order	False positives	CAMI_MED_S001	47.0
metalign_sensitve	order	Jaccard index	CAMI_MED_S001	0.3684210526315789
metalign_sensitve	order	Taxon counts	CAMI_MED_S001	75.0
metalign_sensitve	order	Purity (precision)	CAMI_MED_S001	0.37333333333333335
metalign_sensitve	order	Completeness (recall)	CAMI_MED_S001	0.9655172413793104
metalign_sensitve	order	True positives	CAMI_MED_S001	28.0
metalign_sensitve	class	L1 norm error	CAMI_MED_S001	0.264178283197264
metalign_sensitve	family	L1 norm error	CAMI_MED_S001	0.5434872345941721
metalign_sensitve	genus	L1 norm error	CAMI_MED_S001	0.9641886571268059
metalign_sensitve	order	L1 norm error	CAMI_MED_S001	0.6646601564370742
metalign_sensitve	phylum	L1 norm error	CAMI_MED_S001	0.1852591806105504
metalign_sensitve	species	L1 norm error	CAMI_MED_S001	1.6917639543014962
metalign_sensitve	strain	L1 norm error	CAMI_MED_S001	1.9663542482650354
metalign_sensitve	superkingdom	L1 norm error	CAMI_MED_S001	0.7137568870013982
metalign_sensitve	na	Weighted UniFrac error	CAMI_MED_S001	9.788241815597239
metalign_sensitve	na	Unweighted UniFrac error	CAMI_MED_S001	20370.91517974993
CLARK	class	Bray-Curtis distance	CAMI_MED_S001	0.24515311454594052
CLARK	family	Bray-Curtis distance	CAMI_MED_S001	0.5492966142074335
CLARK	genus	Bray-Curtis distance	CAMI_MED_S001	0.6231663764665817
CLARK	order	Bray-Curtis distance	CAMI_MED_S001	0.3645106868097138
CLARK	phylum	Bray-Curtis distance	CAMI_MED_S001	0.16076342448225683
CLARK	superkingdom	Bray-Curtis distance	CAMI_MED_S001	0.35606424772102385
CLARK	superkingdom	Shannon diversity	CAMI_MED_S001	0.08285667158046857
CLARK	superkingdom	Shannon equitability	CAMI_MED_S001	0.07541939266027956
CLARK	phylum	Shannon diversity	CAMI_MED_S001	1.141699725107198
CLARK	phylum	Shannon equitability	CAMI_MED_S001	0.30354665797851854
CLARK	class	Shannon diversity	CAMI_MED_S001	1.7330684267838568
CLARK	class	Shannon equitability	CAMI_MED_S001	0.4250282065156993
