tool	rank	metric	sample	value
metalign_default	genus	F1 score	CAMI_low_S001	0.7058823529411765
metalign_default	genus	False negatives	CAMI_low_S001	4.0
metalign_default	genus	False positives	CAMI_low_S001	11.0
metalign_default	genus	Jaccard index	CAMI_low_S001	0.5454545454545454
metalign_default	genus	Taxon counts	CAMI_low_S001	29.0
metalign_default	genus	Purity (precision)	CAMI_low_S001	0.6206896551724138
metalign_default	genus	Completeness (recall)	CAMI_low_S001	0.8181818181818182
metalign_default	genus	True positives	CAMI_low_S001	18.0
metalign_default	family	F1 score	CAMI_low_S001	0.7692307692307693
metalign_default	family	False negatives	CAMI_low_S001	1.0
metalign_default	family	False positives	CAMI_low_S001	8.0
metalign_default	family	Jaccard index	CAMI_low_S001	0.625
metalign_default	family	Taxon counts	CAMI_low_S001	23.0
metalign_default	family	Purity (precision)	CAMI_low_S001	0.6521739130434783
metalign_default	family	Completeness (recall)	CAMI_low_S001	0.9375
metalign_default	family	True positives	CAMI_low_S001	15.0
metalign_default	species	F1 score	CAMI_low_S001	0.2748091603053435
metalign_default	species	False negatives	CAMI_low_S001	5.0
metalign_default	species	False positives	CAMI_low_S001	90.0
metalign_default	species	Jaccard index	CAMI_low_S001	0.1592920353982301
metalign_default	species	Taxon counts	CAMI_low_S001	108.0
metalign_default	species	Purity (precision)	CAMI_low_S001	0.16666666666666666
metalign_default	species	Completeness (recall)	CAMI_low_S001	0.782608695652174
metalign_default	species	True positives	CAMI_low_S001	18.0
metalign_default	class	L1 norm error	CAMI_low_S001	0.6263626305100938
metalign_default	family	L1 norm error	CAMI_low_S001	0.7203809605581393
metalign_default	genus	L1 norm error	CAMI_low_S001	0.5794254478805039
metalign_default	order	L1 norm error	CAMI_low_S001	0.8909092441117882
metalign_default	phylum	L1 norm error	CAMI_low_S001	0.3133265003452388
metalign_default	species	L1 norm error	CAMI_low_S001	1.579072763890328
metalign_default	strain	L1 norm error	CAMI_low_S001	1.8407009557942635
metalign_default	superkingdom	L1 norm error	CAMI_low_S001	0.3633196700497119
metalign_default	na	Weighted UniFrac error	CAMI_low_S001	8.587752044834104
metalign_default	na	Unweighted UniFrac error	CAMI_low_S001	1056.0698170670937
metalign_precise	class	Bray-Curtis distance	CAMI_low_S001	0.3082329941064611
metalign_precise	family	Bray-Curtis distance	CAMI_low_S001	0.35594679975476595
metalign_precise	genus	Bray-Curtis distance	CAMI_low_S001	0.28335185995169065
metalign_precise	order	Bray-Curtis distance	CAMI_low_S001	0.4419767400738717
metalign_precise	phylum	Bray-Curtis distance	CAMI_low_S001	0.14913876739428947
metalign_precise	species	Bray-Curtis distance	CAMI_low_S001	0.7903420572724135
metalign_precise	strain	Bray-Curtis distance	CAMI_low_S001	0.9207574754551472
metalign_precise	superkingdom	Bray-Curtis distance	CAMI_low_S001	0.1817525731861687
metalign_precise	superkingdom	Shannon diversity	CAMI_low_S001	0.0
metalign_precise	superkingdom	Shannon equitability	CAMI_low_S001	0.0
metalign_precise	phylum	Shannon diversity	CAMI_low_S001	1.6576352542729973
metalign_precise	phylum	Shannon equitability	CAMI_low_S001	0.9251438503557387
metalign_precise	class	Shannon diversity	CAMI_low_S001	2.226064649868348
metalign_precise	class	Shannon equitability	CAMI_low_S001	0.9283410643995748
metalign_precise	order	Shannon diversity	CAMI_low_S001	2.303006851499416
metalign_precise	order	Shannon equitability	CAMI_low_S001	0.8726626836239157
metalign_precise	family	Shannon diversity	CAMI_low_S001	2.224112441189395
metalign_precise	family	Shannon equitability	CAMI_low_S001	0.8021789973208466
metalign_precise	genus	Shannon diversity	CAMI_low_S001	2.4151182689144908
metalign_precise	genus	Shannon equitability	CAMI_low_S001	0.8061862838127761
metalign_precise	species	Shannon diversity	CAMI_low_S001	2.4246158532436293
metalign_precise	species	Shannon equitability	CAMI_low_S001	0.7963862651170552
metalign_precise	strain	Shannon diversity	CAMI_low_S001	2.4246158532436293
metalign_precise	strain	Shannon equitability	CAMI_low_S001	0.7963862651170552
metalign_precise	superkingdom	F1 score	CAMI_low_S001	0.6666666666666666
metalign_precise	superkingdom	False negatives	CAMI_low_S001	1.0
metalign_precise	superkingdom	False positives	CAMI_low_S001	0.0
metalign_precise	superkingdom	Jaccard index	CAMI_low_S001	0.5
metalign_precise	superkingdom	Taxon counts	CAMI_low_S001	1.0
metalign_precise	superkingdom	Purity (precision)	CAMI_low_S001	1.0
metalign_precise	superkingdom	Completeness (recall)	CAMI_low_S001	0.5
metalign_precise	superkingdom	True positives	CAMI_low_S001	1.0
metalign_precise	order	F1 score	CAMI_low_S001	0.7857142857142857
metalign_precise	order	False negatives	CAMI_low_S001	3.0
metalign_precise	order	False positives	CAMI_low_S001	3.0
metalign_precise	order	Jaccard index	CAMI_low_S001	0.6470588235294118
metalign_precise	order	Taxon counts	CAMI_low_S001	14.0
metalign_precise	order	Purity (precision)	CAMI_low_S001	0.7857142857142857
metalign_precise	order	Completeness (recall)	CAMI_low_S001	0.7857142857142857
metalign_precise	order	True positives	CAMI_low_S001	11.0
metalign_precise	strain	F1 score	CAMI_low_S001	0.19753086419753085
metalign_precise	strain	False negatives	CAMI_low_S001	52.0
metalign_precise	strain	False positives	CAMI_low_S001	13.0
metalign_precise	strain	Jaccard index	CAMI_low_S001	0.1095890410958904
metalign_precise	strain	Taxon counts	CAMI_low_S001	21.0
metalign_precise	strain	Purity (precision)	CAMI_low_S001	0.38095238095238093
metalign_precise	strain	Completeness (recall)	CAMI_low_S001	0.13333333333333333
metalign_precise	strain	True positives	CAMI_low_S001	8.0
metalign_precise	phylum	F1 score	CAMI_low_S001	1.0
metalign_precise	phylum	False negatives	CAMI_low_S001	0.0
metalign_precise	phylum	False positives	CAMI_low_S001	0.0
metalign_precise	phylum	Jaccard index	CAMI_low_S001	1.0
metalign_precise	phylum	Taxon counts	CAMI_low_S001	6.0
metalign_precise	phylum	Purity (precision)	CAMI_low_S001	1.0
metalign_precise	phylum	Completeness (recall)	CAMI_low_S001	1.0
metalign_precise	phylum	True positives	CAMI_low_S001	6.0
metalign_precise	class	F1 score	CAMI_low_S001	0.8695652173913043
metalign_precise	class	False negatives	CAMI_low_S001	2.0
metalign_precise	class	False positives	CAMI_low_S001	1.0
metalign_precise	class	Jaccard index	CAMI_low_S001	0.7692307692307693
metalign_precise	class	Taxon counts	CAMI_low_S001	11.0
metalign_precise	class	Purity (precision)	CAMI_low_S001	0.9090909090909091
metalign_precise	class	Completeness (recall)	CAMI_low_S001	0.8333333333333334
metalign_precise	class	True positives	CAMI_low_S001	10.0
metalign_precise	genus	F1 score	CAMI_low_S001	0.761904761904762
metalign_precise	genus	False negatives	CAMI_low_S001	6.0
metalign_precise	genus	False positives	CAMI_low_S001	4.0
metalign_precise	genus	Jaccard index	CAMI_low_S001	0.6153846153846154
metalign_precise	genus	Taxon counts	CAMI_low_S001	20.0
metalign_precise	genus	Purity (precision)	CAMI_low_S001	0.8
metalign_precise	genus	Completeness (recall)	CAMI_low_S001	0.7272727272727273
metalign_precise	genus	True positives	CAMI_low_S001	16.0
metalign_precise	family	F1 score	CAMI_low_S001	0.8125
metalign_precise	family	False negatives	CAMI_low_S001	3.0
metalign_precise	family	False positives	CAMI_low_S001	3.0
metalign_precise	family	Jaccard index	CAMI_low_S001	0.6842105263157895
metalign_precise	family	Taxon counts	CAMI_low_S001	16.0
metalign_precise	family	Purity (precision)	CAMI_low_S001	0.8125
metalign_precise	family	Completeness (recall)	CAMI_low_S001	0.8125
metalign_precise	family	True positives	CAMI_low_S001	13.0
metalign_precise	species	F1 score	CAMI_low_S001	0.6818181818181819
metalign_precise	species	False negatives	CAMI_low_S001	8.0
metalign_precise	species	False positives	CAMI_low_S001	6.0
metalign_precise	species	Jaccard index	CAMI_low_S001	0.5172413793103449
metalign_precise	species	Taxon counts	CAMI_low_S001	21.0
metalign_precise	species	Purity (precision)	CAMI_low_S001	0.7142857142857143
metalign_precise	species	Completeness (recall)	CAMI_low_S001	0.6521739130434783
metalign_precise	species	True positives	CAMI_low_S001	15.0
metalign_precise	class	L1 norm error	CAMI_low_S001	0.616465988212922
metalign_precise	family	L1 norm error	CAMI_low_S001	0.7118935995095318
metalign_precise	genus	L1 norm error	CAMI_low_S001	0.5667037199033813
metalign_precise	order	L1 norm error	CAMI_low_S001	0.8839534801477434
metalign_precise	phylum	L1 norm error	CAMI_low_S001	0.298277534788579
metalign_precise	species	L1 norm error	CAMI_low_S001	1.5806841145448272
metalign_precise	strain	L1 norm error	CAMI_low_S001	1.8415149509102953
metalign_precise	superkingdom	L1 norm error	CAMI_low_S001	0.3635051463723374
metalign_precise	na	Weighted UniFrac error	CAMI_low_S001	8.597631855996646
metalign_precise	na	Unweighted UniFrac error	CAMI_low_S001	646.9864140725209
metalign_sensitve	class	Bray-Curtis distance	CAMI_low_S001	0.32610979153847935
metalign_sensitve	family	Bray-Curtis distance	CAMI_low_S001	0.3731998671173511
metalign_sensitve	genus	Bray-Curtis distance	CAMI_low_S001	0.30389776661204987
metalign_sensitve	order	Bray-Curtis distance	CAMI_low_S001	0.45585712504196424
metalign_sensitve	phylum	Bray-Curtis distance	CAMI_low_S001	0.17534322212090556
metalign_sensitve	species	Bray-Curtis distance	CAMI_low_S001	0.7895332980868347
metalign_sensitve	strain	Bray-Curtis distance	CAMI_low_S001	0.9203504778971326
metalign_sensitve	superkingdom	Bray-Curtis distance	CAMI_low_S001	0.18170561953577546
metalign_sensitve	superkingdom	Shannon diversity	CAMI_low_S001	0.0005149090430881659
metalign_sensitve	superkingdom	Shannon equitability	CAMI_low_S001	0.0007428567229721785
metalign_sensitve	phylum	Shannon diversity	CAMI_low_S001	1.6333580915187162
metalign_sensitve	phylum	Shannon equitability	CAMI_low_S001	0.9115945078400602
metalign_sensitve	class	Shannon diversity	CAMI_low_S001	2.236324344034321
metalign_sensitve	class	Shannon equitability	CAMI_low_S001	0.8065835102393947
metalign_sensitve	order	Shannon diversity	CAMI_low_S001	2.3325803807021153
metalign_sensitve	order	Shannon equitability	CAMI_low_S001	0.6671172133040665
metalign_sensitve	family	Shannon diversity	CAMI_low_S001	2.2767818464023373
metalign_sensitve	family	Shannon equitability	CAMI_low_S001	0.5395847111759955
metalign_sensitve	genus	Shannon diversity	CAMI_low_S001	2.520416787107489
metalign_sensitve	genus	Shannon equitability	CAMI_low_S001	0.5273805522582403
metalign_sensitve	species	Shannon diversity	CAMI_low_S001	2.7868669211159958
metalign_sensitve	species	Shannon equitability	CAMI_low_S001	0.4480068361538294
metalign_sensitve	strain	Shannon diversity	CAMI_low_S001	2.7868669211159953
metalign_sensitve	strain	Shannon equitability	CAMI_low_S001	0.44800683615382936
metalign_sensitve	superkingdom	F1 score	CAMI_low_S001	1.0
metalign_sensitve	superkingdom	False negatives	CAMI_low_S001	0.0
metalign_sensitve	superkingdom	False positives	CAMI_low_S001	0.0
metalign_sensitve	superkingdom	Jaccard index	CAMI_low_S001	1.0
metalign_sensitve	superkingdom	Taxon counts	CAMI_low_S001	2.0
metalign_sensitve	superkingdom	Purity (precision)	CAMI_low_S001	1.0
metalign_sensitve	superkingdom	Completeness (recall)	CAMI_low_S001	1.0
metalign_sensitve	superkingdom	True positives	CAMI_low_S001	2.0
metalign_sensitve	order	F1 score	CAMI_low_S001	0.5106382978723404
metalign_sensitve	order	False negatives	CAMI_low_S001	2.0
metalign_sensitve	order	False positives	CAMI_low_S001	21.0
metalign_sensitve	order	Jaccard index	CAMI_low_S001	0.34285714285714286
metalign_sensitve	order	Taxon counts	CAMI_low_S001	33.0
metalign_sensitve	order	Purity (precision)	CAMI_low_S001	0.36363636363636365
metalign_sensitve	order	Completeness (recall)	CAMI_low_S001	0.8571428571428571
metalign_sensitve	order	True positives	CAMI_low_S001	12.0
metalign_sensitve	strain	F1 score	CAMI_low_S001	0.03197158081705151
metalign_sensitve	strain	False negatives	CAMI_low_S001	51.0
metalign_sensitve	strain	False positives	CAMI_low_S001	494.0
metalign_sensitve	strain	Jaccard index	CAMI_low_S001	0.016245487364620937
metalign_sensitve	strain	Taxon counts	CAMI_low_S001	503.0
metalign_sensitve	strain	Purity (precision)	CAMI_low_S001	0.017892644135188866
metalign_sensitve	strain	Completeness (recall)	CAMI_low_S001	0.15
metalign_sensitve	strain	True positives	CAMI_low_S001	9.0
metalign_sensitve	phylum	F1 score	CAMI_low_S001	1.0
metalign_sensitve	phylum	False negatives	CAMI_low_S001	0.0
metalign_sensitve	phylum	False positives	CAMI_low_S001	0.0
metalign_sensitve	phylum	Jaccard index	CAMI_low_S001	1.0
metalign_sensitve	phylum	Taxon counts	CAMI_low_S001	6.0
metalign_sensitve	phylum	Purity (precision)	CAMI_low_S001	1.0
metalign_sensitve	phylum	Completeness (recall)	CAMI_low_S001	1.0
metalign_sensitve	phylum	True positives	CAMI_low_S001	6.0
metalign_sensitve	class	F1 score	CAMI_low_S001	0.7857142857142857
metalign_sensitve	class	False negatives	CAMI_low_S001	1.0
metalign_sensitve	class	False positives	CAMI_low_S001	5.0
metalign_sensitve	class	Jaccard index	CAMI_low_S001	0.6470588235294118
metalign_sensitve	class	Taxon counts	CAMI_low_S001	16.0
metalign_sensitve	class	Purity (precision)	CAMI_low_S001	0.6875
metalign_sensitve	class	Completeness (recall)	CAMI_low_S001	0.9166666666666666
metalign_sensitve	class	True positives	CAMI_low_S001	11.0
metalign_sensitve	genus	F1 score	CAMI_low_S001	0.2978723404255319
metalign_sensitve	genus	False negatives	CAMI_low_S001	1.0
metalign_sensitve	genus	False positives	CAMI_low_S001	98.0
metalign_sensitve	genus	Jaccard index	CAMI_low_S001	0.175
metalign_sensitve	genus	Taxon counts	CAMI_low_S001	119.0
metalign_sensitve	genus	Purity (precision)	CAMI_low_S001	0.17647058823529413
metalign_sensitve	genus	Completeness (recall)	CAMI_low_S001	0.9545454545454546
metalign_sensitve	genus	True positives	CAMI_low_S001	21.0
metalign_sensitve	family	F1 score	CAMI_low_S001	0.38095238095238093
metalign_sensitve	family	False negatives	CAMI_low_S001	0.0
metalign_sensitve	family	False positives	CAMI_low_S001	52.0
metalign_sensitve	family	Jaccard index	CAMI_low_S001	0.23529411764705882
metalign_sensitve	family	Taxon counts	CAMI_low_S001	68.0
metalign_sensitve	family	Purity (precision)	CAMI_low_S001	0.23529411764705882
metalign_sensitve	family	Completeness (recall)	CAMI_low_S001	1.0
metalign_sensitve	family	True positives	CAMI_low_S001	16.0
metalign_sensitve	species	F1 score	CAMI_low_S001	0.06844106463878326
metalign_sensitve	species	False negatives	CAMI_low_S001	5.0
metalign_sensitve	species	False positives	CAMI_low_S001	485.0
metalign_sensitve	species	Jaccard index	CAMI_low_S001	0.03543307086614173
metalign_sensitve	species	Taxon counts	CAMI_low_S001	503.0
metalign_sensitve	species	Purity (precision)	CAMI_low_S001	0.03578528827037773
metalign_sensitve	species	Completeness (recall)	CAMI_low_S001	0.782608695652174
metalign_sensitve	species	True positives	CAMI_low_S001	18.0
metalign_sensitve	class	L1 norm error	CAMI_low_S001	0.6522195830769586
metalign_sensitve	family	L1 norm error	CAMI_low_S001	0.7463997342347022
metalign_sensitve	genus	L1 norm error	CAMI_low_S001	0.6077955332240996
metalign_sensitve	order	L1 norm error	CAMI_low_S001	0.9117142500839286
metalign_sensitve	phylum	L1 norm error	CAMI_low_S001	0.3506864442418111
metalign_sensitve	species	L1 norm error	CAMI_low_S001	1.5790665961736707
metalign_sensitve	strain	L1 norm error	CAMI_low_S001	1.8407009557942693
metalign_sensitve	superkingdom	L1 norm error	CAMI_low_S001	0.3634112390715509
metalign_sensitve	na	Weighted UniFrac error	CAMI_low_S001	8.577456213111732
metalign_sensitve	na	Unweighted UniFrac error	CAMI_low_S001	4882.007297651369
CLARK	class	Bray-Curtis distance	CAMI_low_S001	0.5913275882449125
CLARK	family	Bray-Curtis distance	CAMI_low_S001	0.7865516955153075
CLARK	genus	Bray-Curtis distance	CAMI_low_S001	0.8766082524184599
CLARK	order	Bray-Curtis distance	CAMI_low_S001	0.5927900101232177
CLARK	phylum	Bray-Curtis distance	CAMI_low_S001	0.3622998209017297
CLARK	superkingdom	Bray-Curtis distance	CAMI_low_S001	0.18160423806310516
CLARK	superkingdom	Shannon diversity	CAMI_low_S001	0.009436470364435096
CLARK	superkingdom	Shannon equitability	CAMI_low_S001	0.008589445486610472
CLARK	phylum	Shannon diversity	CAMI_low_S001	1.1145337245204676
CLARK	phylum	Shannon equitability	CAMI_low_S001	0.29632396316008
CLARK	class	Shannon diversity	CAMI_low_S001	1.8782763624229826
CLARK	class	Shannon equitability	CAMI_low_S001	0.4606398808747302
CLARK	order	Shannon diversity	CAMI_low_S001	2.0465397107170875
CLARK	order	Shannon equitability	CAMI_low_S001	0.4141416022643877
CLARK	family	Shannon diversity	CAMI_low_S001	2.2053651452146235
CLARK	family	Shannon equitability	CAMI_low_S001	0.3761091172296787
CLARK	genus	Shannon diversity	CAMI_low_S001	2.4385967132695403
CLARK	genus	Shannon equitability	CAMI_low_S001	0.33509876327905713
CLARK	superkingdom	F1 score	CAMI_low_S001	0.8
CLARK	superkingdom	False negatives	CAMI_low_S001	0.0
CLARK	superkingdom	False positives	CAMI_low_S001	1.0
CLARK	superkingdom	Jaccard index	CAMI_low_S001	0.6666666666666666
CLARK	superkingdom	Taxon counts	CAMI_low_S001	3.0
CLARK	superkingdom	Purity (precision)	CAMI_low_S001	0.6666666666666666
CLARK	superkingdom	Completeness (recall)	CAMI_low_S001	1.0
CLARK	superkingdom	True positives	CAMI_low_S001	2.0
CLARK	order	F1 score	CAMI_low_S001	0.16883116883116886
